Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1%p in the following indices: []
Elapsed time: Naive: 599.616416ms, Fenwick: 397.691833ms, Python: 10.892053127s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Naive	| Fenw	| Pyth	| Diff(Max-Min)
526	| 1.14	| 1.20	| 1.18	| 0.07
527	| 0.58	| 0.57	| 0.57	| 0.01
528	| 0.42	| 0.43	| 0.43	| 0.01
529	| 1.96	| 1.97	| 2.11	| 0.15
530	| 0.50	| 0.44	| 0.52	| 0.07
531	| 1.21	| 1.19	| 1.20	| 0.03
532	| 0.07	| 0.06	| 0.06	| 0.01
533	| 1.01	| 1.05	| 1.01	| 0.04
534	| 1.85	| 1.80	| 1.86	| 0.05
535	| 1.14	| 1.12	| 1.19	| 0.07
536	| 0.73	| 0.72	| 0.69	| 0.03
537	| 0.62	| 0.62	| 0.60	| 0.03
538	| 1.59	| 1.59	| 1.64	| 0.05
539	| 1.22	| 1.33	| 1.26	| 0.11
540	| 0.62	| 0.62	| 0.60	| 0.02
541	| 1.45	| 1.45	| 1.44	| 0.01
542	| 1.00	| 1.01	| 0.97	| 0.05
543	| 0.99	| 0.98	| 0.93	| 0.06
544	| 1.88	| 1.90	| 2.01	| 0.13
545	| 1.30	| 1.33	| 1.31	| 0.03
546	| 0.24	| 0.22	| 0.22	| 0.02
547	| 1.41	| 1.43	| 1.48	| 0.07
548	| 0.16	| 0.17	| 0.18	| 0.02
549	| 1.84	| 1.84	| 1.93	| 0.09
550	| 0.25	| 0.28	| 0.24	| 0.04
551	| 1.68	| 1.69	| 1.71	| 0.03
552	| 1.97	| 1.95	| 1.98	| 0.03
553	| 1.80	| 1.81	| 1.77	| 0.04
554	| 0.17	| 0.16	| 0.15	| 0.01
555	| 0.74	| 0.72	| 0.71	| 0.03
556	| 1.10	| 1.07	| 1.07	| 0.03
557	| 1.21	| 1.17	| 1.12	| 0.09
558	| 1.99	| 1.92	| 1.87	| 0.11
559	| 0.30	| 0.29	| 0.28	| 0.02
560	| 0.33	| 0.34	| 0.33	| 0.01
561	| 0.83	| 0.83	| 0.82	| 0.01
562	| 1.22	| 1.15	| 1.15	| 0.07
563	| 1.25	| 1.23	| 1.22	| 0.03
564	| 0.67	| 0.65	| 0.66	| 0.02
565	| 1.74	| 1.63	| 1.76	| 0.13
566	| 1.03	| 0.95	| 1.00	| 0.08
567	| 0.71	| 0.66	| 0.63	| 0.08
568	| 1.82	| 1.77	| 1.83	| 0.07
569	| 0.54	| 0.48	| 0.48	| 0.07
570	| 0.82	| 0.83	| 0.82	| 0.01
571	| 1.44	| 1.35	| 1.43	| 0.08
572	| 1.31	| 1.34	| 1.34	| 0.03
573	| 0.25	| 0.25	| 0.24	| 0.01
574	| 1.87	| 1.87	| 1.90	| 0.03
575	| 1.91	| 2.05	| 2.00	| 0.14
576	| 1.06	| 1.05	| 1.08	| 0.03
577	| 1.95	| 1.98	| 1.98	| 0.04
578	| 2.11	| 2.02	| 2.00	| 0.11
579	| 1.12	| 1.08	| 1.17	| 0.09
580	| 0.16	| 0.16	| 0.18	| 0.02
581	| 1.11	| 1.16	| 1.11	| 0.05
582	| 0.55	| 0.58	| 0.57	| 0.03
583	| 1.15	| 1.22	| 1.16	| 0.08
584	| 0.52	| 0.49	| 0.52	| 0.03
585	| 0.07	| 0.07	| 0.08	| 0.01
586	| 1.00	| 1.05	| 1.00	| 0.05
587	| 0.47	| 0.41	| 0.49	| 0.08
588	| 1.61	| 1.58	| 1.50	| 0.11
589	| 1.90	| 1.88	| 1.85	| 0.06
590	| 1.55	| 1.54	| 1.59	| 0.06
591	| 0.93	| 0.96	| 0.94	| 0.03
592	| 0.24	| 0.24	| 0.23	| 0.01
593	| 1.10	| 1.10	| 1.15	| 0.05
594	| 0.61	| 0.63	| 0.64	| 0.03
595	| 1.80	| 1.70	| 1.75	| 0.10
596	| 0.82	| 0.80	| 0.80	| 0.02
597	| 0.97	| 0.98	| 0.96	| 0.03
598	| 1.42	| 1.48	| 1.45	| 0.07
599	| 1.82	| 1.76	| 1.79	| 0.06
600	| 0.64	| 0.65	| 0.61	| 0.04
601	| 1.06	| 1.07	| 1.06	| 0.01
602	| 0.11	| 0.12	| 0.11	| 0.01
603	| 1.74	| 1.74	| 1.80	| 0.06
604	| 0.68	| 0.68	| 0.68	| 0.01
605	| 1.08	| 1.00	| 1.07	| 0.08
606	| 0.45	| 0.39	| 0.42	| 0.06
607	| 1.97	| 1.92	| 1.85	| 0.12
608	| 1.34	| 1.41	| 1.41	| 0.07
609	| 0.41	| 0.44	| 0.39	| 0.05
610	| 1.46	| 1.43	| 1.38	| 0.08
611	| 1.85	| 1.66	| 1.77	| 0.19
612	| 0.10	| 0.11	| 0.12	| 0.02
613	| 1.09	| 1.09	| 1.15	| 0.06
614	| 1.59	| 1.65	| 1.64	| 0.06
615	| 1.03	| 1.00	| 1.01	| 0.03
616	| 1.60	| 1.58	| 1.63	| 0.05
617	| 1.37	| 1.45	| 1.48	| 0.11
618	| 1.13	| 1.17	| 1.20	| 0.07
619	| 1.41	| 1.50	| 1.54	| 0.14
620	| 0.62	| 0.67	| 0.63	| 0.05
621	| 1.40	| 1.34	| 1.39	| 0.06
622	| 0.19	| 0.20	| 0.18	| 0.02
623	| 0.04	| 0.04	| 0.03	| 0.00
624	| 0.18	| 0.21	| 0.18	| 0.03
625	| 0.17	| 0.16	| 0.19	| 0.03
626	| 0.65	| 0.64	| 0.65	| 0.01
627	| 0.62	| 0.59	| 0.59	| 0.04
628	| 0.82	| 0.79	| 0.81	| 0.03
629	| 0.70	| 0.67	| 0.70	| 0.03
630	| 1.62	| 1.69	| 1.57	| 0.11
631	| 0.62	| 0.64	| 0.70	| 0.08
632	| 0.17	| 0.19	| 0.22	| 0.05
633	| 1.78	| 1.82	| 1.81	| 0.04
634	| 1.40	| 1.34	| 1.29	| 0.11
635	| 0.15	| 0.17	| 0.19	| 0.04
636	| 0.54	| 0.54	| 0.51	| 0.03
637	| 1.12	| 1.16	| 1.13	| 0.04
638	| 1.63	| 1.59	| 1.58	| 0.04
639	| 1.38	| 1.40	| 1.39	| 0.02
640	| 0.95	| 0.77	| 0.80	| 0.18
641	| 0.29	| 0.32	| 0.31	| 0.03
642	| 0.80	| 0.80	| 0.79	| 0.01
643	| 0.36	| 0.41	| 0.41	| 0.04
644	| 0.55	| 0.58	| 0.53	| 0.05
645	| 0.66	| 0.72	| 0.71	| 0.06
646	| 0.47	| 0.48	| 0.52	| 0.05
647	| 0.43	| 0.44	| 0.43	| 0.01
648	| 0.57	| 0.52	| 0.58	| 0.07
649	| 1.20	| 1.20	| 1.26	| 0.06
650	| 1.23	| 1.24	| 1.28	| 0.05
651	| 0.48	| 0.47	| 0.49	| 0.02
652	| 0.93	| 0.80	| 0.93	| 0.13
653	| 1.49	| 1.50	| 1.51	| 0.02
654	| 1.61	| 1.56	| 1.57	| 0.04
655	| 1.41	| 1.39	| 1.35	| 0.06
656	| 1.22	| 1.26	| 1.29	| 0.08
657	| 2.12	| 1.98	| 2.00	| 0.13
658	| 0.00	| 0.00	| 0.00	| 0.00
659	| 0.24	| 0.24	| 0.23	| 0.01
660	| 0.42	| 0.42	| 0.38	| 0.05
661	| 1.40	| 1.39	| 1.41	| 0.02
662	| 0.20	| 0.19	| 0.19	| 0.01
663	| 1.64	| 1.69	| 1.60	| 0.09
664	| 1.27	| 1.25	| 1.24	| 0.03
665	| 0.62	| 0.67	| 0.70	| 0.08
666	| 0.97	| 0.92	| 0.98	| 0.06
667	| 0.81	| 0.76	| 0.77	| 0.06
668	| 1.51	| 1.44	| 1.48	| 0.07
669	| 1.75	| 1.70	| 1.75	| 0.06
670	| 0.33	| 0.32	| 0.31	| 0.02
671	| 0.11	| 0.08	| 0.08	| 0.03
672	| 1.86	| 1.86	| 1.90	| 0.04
673	| 0.27	| 0.27	| 0.26	| 0.01
674	| 1.19	| 1.16	| 1.23	| 0.07
675	| 1.41	| 1.48	| 1.44	| 0.07
676	| 0.78	| 0.80	| 0.83	| 0.04
677	| 1.92	| 1.92	| 1.97	| 0.05
678	| 0.03	| 0.02	| 0.03	| 0.01
679	| 0.70	| 0.69	| 0.67	| 0.03
680	| 0.09	| 0.07	| 0.08	| 0.02
681	| 1.06	| 1.04	| 1.01	| 0.05
682	| 1.96	| 1.88	| 1.81	| 0.15
683	| 1.69	| 1.70	| 1.76	| 0.07
684	| 0.14	| 0.18	| 0.16	| 0.03
685	| 0.96	| 1.05	| 0.97	| 0.09
686	| 1.70	| 1.68	| 1.70	| 0.02
687	| 1.88	| 1.91	| 1.89	| 0.03
688	| 1.68	| 1.63	| 1.63	| 0.06
689	| 0.44	| 0.43	| 0.43	| 0.01
690	| 0.06	| 0.05	| 0.06	| 0.02
691	| 1.94	| 2.02	| 1.89	| 0.13
692	| 0.99	| 0.93	| 1.01	| 0.08
693	| 0.09	| 0.09	| 0.10	| 0.02
694	| 1.70	| 1.75	| 1.74	| 0.05
695	| 1.52	| 1.48	| 1.44	| 0.09
696	| 0.84	| 0.80	| 0.80	| 0.04
697	| 1.68	| 1.72	| 1.67	| 0.05
698	| 1.17	| 1.20	| 1.15	| 0.05
699	| 1.91	| 1.92	| 1.85	| 0.07
700	| 0.76	| 0.78	| 0.81	| 0.06
701	| 2.07	| 1.98	| 2.04	| 0.09
702	| 1.70	| 1.68	| 1.69	| 0.02
703	| 1.09	| 1.11	| 1.08	| 0.03
704	| 0.57	| 0.64	| 0.59	| 0.07
705	| 0.83	| 0.84	| 0.85	| 0.02
706	| 0.38	| 0.35	| 0.36	| 0.04
707	| 0.82	| 0.80	| 0.76	| 0.06
708	| 0.04	| 0.05	| 0.05	| 0.01
709	| 1.11	| 1.10	| 1.08	| 0.03
710	| 1.10	| 1.14	| 1.12	| 0.05
711	| 0.67	| 0.73	| 0.73	| 0.07
712	| 0.26	| 0.27	| 0.28	| 0.02
713	| 0.91	| 0.95	| 0.97	| 0.07
714	| 1.69	| 1.74	| 1.66	| 0.08
715	| 1.63	| 1.61	| 1.65	| 0.04
716	| 0.17	| 0.13	| 0.14	| 0.04
717	| 1.70	| 1.80	| 1.71	| 0.10
718	| 0.36	| 0.36	| 0.36	| 0.01
719	| 0.89	| 0.86	| 0.88	| 0.03
720	| 1.68	| 1.67	| 1.64	| 0.04
721	| 0.99	| 1.03	| 1.03	| 0.05
722	| 0.59	| 0.63	| 0.60	| 0.04
723	| 0.13	| 0.13	| 0.14	| 0.01
724	| 0.71	| 0.68	| 0.69	| 0.04
725	| 0.93	| 0.91	| 0.88	| 0.05
726	| 1.70	| 1.70	| 1.63	| 0.07
727	| 1.30	| 1.30	| 1.33	| 0.03
728	| 1.38	| 1.39	| 1.36	| 0.03
729	| 0.58	| 0.55	| 0.55	| 0.04
730	| 1.51	| 1.63	| 1.63	| 0.12
731	| 0.28	| 0.32	| 0.31	| 0.04
732	| 1.17	| 1.15	| 1.19	| 0.04
733	| 0.98	| 0.98	| 0.95	| 0.03
734	| 1.43	| 1.42	| 1.47	| 0.06
735	| 0.12	| 0.12	| 0.12	| 0.00
736	| 1.96	| 1.93	| 1.97	| 0.04
737	| 0.88	| 0.92	| 0.83	| 0.09
738	| 0.82	| 0.78	| 0.75	| 0.07
739	| 1.96	| 1.95	| 1.99	| 0.04
740	| 0.43	| 0.44	| 0.44	| 0.02
741	| 1.14	| 1.17	| 1.11	| 0.06
742	| 0.96	| 1.00	| 0.95	| 0.05
743	| 0.98	| 1.04	| 0.99	| 0.06
744	| 0.94	| 0.98	| 0.97	| 0.04
745	| 1.93	| 1.89	| 1.89	| 0.04
746	| 1.64	| 1.59	| 1.59	| 0.05
747	| 0.58	| 0.62	| 0.59	| 0.04
748	| 1.64	| 1.70	| 1.69	| 0.06
749	| 1.07	| 1.08	| 1.06	| 0.03
750	| 0.24	| 0.24	| 0.24	| 0.01
751	| 0.49	| 0.50	| 0.52	| 0.03
752	| 0.33	| 0.33	| 0.30	| 0.03
753	| 1.35	| 1.42	| 1.41	| 0.06
754	| 0.11	| 0.10	| 0.09	| 0.02
755	| 0.48	| 0.54	| 0.51	| 0.05
756	| 0.95	| 1.00	| 0.93	| 0.07
757	| 1.69	| 1.72	| 1.70	| 0.03
758	| 0.14	| 0.13	| 0.15	| 0.01
759	| 0.90	| 0.85	| 0.82	| 0.07
760	| 0.44	| 0.47	| 0.46	| 0.03
761	| 1.62	| 1.54	| 1.59	| 0.08
762	| 1.27	| 1.31	| 1.30	| 0.03
763	| 1.72	| 1.56	| 1.68	| 0.16
764	| 0.50	| 0.49	| 0.49	| 0.01
765	| 0.23	| 0.21	| 0.21	| 0.02
766	| 1.14	| 1.13	| 1.17	| 0.04
767	| 0.89	| 0.87	| 0.83	| 0.06
768	| 0.04	| 0.03	| 0.04	| 0.01
769	| 1.31	| 1.34	| 1.32	| 0.03
770	| 1.56	| 1.59	| 1.60	| 0.03
771	| 1.44	| 1.43	| 1.39	| 0.05
772	| 0.30	| 0.31	| 0.28	| 0.03
773	| 1.09	| 1.05	| 1.09	| 0.05
774	| 1.43	| 1.45	| 1.46	| 0.03
775	| 1.18	| 1.14	| 1.08	| 0.09
776	| 0.52	| 0.55	| 0.58	| 0.07
777	| 0.71	| 0.66	| 0.70	| 0.05
778	| 0.27	| 0.26	| 0.24	| 0.04
779	| 1.16	| 1.17	| 1.15	| 0.02
780	| 1.93	| 1.86	| 1.92	| 0.07
781	| 0.37	| 0.39	| 0.37	| 0.02
782	| 0.15	| 0.17	| 0.16	| 0.02
783	| 0.19	| 0.18	| 0.16	| 0.03
784	| 1.08	| 1.12	| 1.10	| 0.04
785	| 0.52	| 0.52	| 0.54	| 0.02
786	| 0.94	| 0.95	| 0.94	| 0.01
787	| 1.13	| 1.16	| 1.09	| 0.07
788	| 1.27	| 1.27	| 1.26	| 0.01
789	| 0.04	| 0.05	| 0.05	| 0.00
790	| 0.05	| 0.04	| 0.05	| 0.01
791	| 1.19	| 1.18	| 1.20	| 0.02
792	| 1.49	| 1.47	| 1.46	| 0.03
793	| 0.97	| 1.05	| 0.97	| 0.08
794	| 0.76	| 0.74	| 0.76	| 0.02
795	| 0.06	| 0.08	| 0.07	| 0.01
796	| 0.70	| 0.69	| 0.70	| 0.00
797	| 1.51	| 1.53	| 1.53	| 0.02
798	| 1.98	| 1.94	| 1.95	| 0.05
799	| 1.51	| 1.57	| 1.54	| 0.05
800	| 0.17	| 0.17	| 0.18	| 0.01
801	| 1.69	| 1.73	| 1.74	| 0.06
802	| 1.74	| 1.64	| 1.75	| 0.12
803	| 0.99	| 1.01	| 1.00	| 0.01
804	| 0.21	| 0.24	| 0.23	| 0.03
805	| 2.00	| 1.82	| 1.94	| 0.18
806	| 1.28	| 1.29	| 1.26	| 0.03
807	| 0.47	| 0.55	| 0.50	| 0.08
808	| 1.75	| 1.76	| 1.79	| 0.04
809	| 1.95	| 1.84	| 1.84	| 0.11
810	| 0.63	| 0.70	| 0.65	| 0.07
811	| 1.83	| 1.81	| 1.78	| 0.05
812	| 0.04	| 0.03	| 0.03	| 0.01
813	| 1.78	| 1.81	| 1.85	| 0.06
814	| 1.73	| 1.68	| 1.66	| 0.07
815	| 0.77	| 0.77	| 0.76	| 0.01
816	| 0.95	| 0.97	| 0.98	| 0.03
817	| 0.53	| 0.55	| 0.52	| 0.03
818	| 0.82	| 0.87	| 0.88	| 0.07
819	| 1.34	| 1.29	| 1.27	| 0.06
820	| 0.73	| 0.79	| 0.80	| 0.07
821	| 0.21	| 0.19	| 0.22	| 0.03
822	| 1.03	| 1.06	| 1.03	| 0.03
823	| 0.60	| 0.56	| 0.52	| 0.08
824	| 0.52	| 0.57	| 0.61	| 0.09
825	| 0.80	| 0.83	| 0.82	| 0.02
826	| 1.72	| 1.73	| 1.72	| 0.02
827	| 1.66	| 1.68	| 1.71	| 0.04
828	| 0.04	| 0.04	| 0.04	| 0.00
829	| 1.70	| 1.75	| 1.73	| 0.05
830	| 0.54	| 0.52	| 0.53	| 0.02
831	| 1.70	| 1.68	| 1.69	| 0.02
832	| 0.33	| 0.34	| 0.30	| 0.04
833	| 0.61	| 0.62	| 0.64	| 0.03
834	| 0.87	| 0.91	| 0.79	| 0.11
835	| 1.20	| 1.19	| 1.20	| 0.01
836	| 0.57	| 0.53	| 0.52	| 0.05
837	| 1.78	| 1.78	| 1.73	| 0.05
838	| 1.49	| 1.50	| 1.51	| 0.02
839	| 0.12	| 0.13	| 0.12	| 0.01
840	| 1.54	| 1.52	| 1.49	| 0.05
841	| 0.34	| 0.32	| 0.30	| 0.04
842	| 0.56	| 0.52	| 0.49	| 0.07
843	| 0.48	| 0.47	| 0.48	| 0.01
844	| 1.28	| 1.32	| 1.27	| 0.06
845	| 1.10	| 1.23	| 1.12	| 0.13
846	| 1.46	| 1.54	| 1.46	| 0.08
847	| 0.78	| 0.76	| 0.77	| 0.02
848	| 1.50	| 1.53	| 1.49	| 0.04
849	| 0.39	| 0.40	| 0.39	| 0.01
850	| 1.04	| 1.09	| 1.07	| 0.05
851	| 0.98	| 0.96	| 0.97	| 0.02
852	| 1.32	| 1.33	| 1.35	| 0.03
853	| 1.18	| 1.20	| 1.20	| 0.02
854	| 0.90	| 0.85	| 0.80	| 0.10
855	| 1.25	| 1.27	| 1.27	| 0.03
856	| 0.34	| 0.41	| 0.43	| 0.08
857	| 0.34	| 0.29	| 0.29	| 0.05
858	| 0.88	| 0.86	| 0.90	| 0.04
859	| 0.05	| 0.06	| 0.06	| 0.01
860	| 0.79	| 0.81	| 0.75	| 0.06
861	| 1.04	| 1.10	| 1.09	| 0.06
862	| 1.90	| 1.98	| 1.99	| 0.09
863	| 0.06	| 0.05	| 0.05	| 0.01
864	| 0.46	| 0.45	| 0.46	| 0.01
865	| 1.14	| 1.17	| 1.19	| 0.05
866	| 2.00	| 2.02	| 2.01	| 0.02
867	| 0.33	| 0.33	| 0.35	| 0.02
868	| 1.52	| 1.62	| 1.66	| 0.13
869	| 0.34	| 0.30	| 0.37	| 0.06
870	| 0.53	| 0.60	| 0.58	| 0.07
871	| 0.11	| 0.11	| 0.12	| 0.01
872	| 1.52	| 1.58	| 1.62	| 0.10
873	| 1.90	| 2.00	| 1.96	| 0.10
874	| 1.81	| 1.72	| 1.75	| 0.10
875	| 0.21	| 0.22	| 0.20	| 0.02
876	| 1.46	| 1.38	| 1.36	| 0.10
877	| 1.74	| 1.67	| 1.85	| 0.18
878	| 1.79	| 1.77	| 1.75	| 0.04
879	| 0.68	| 0.65	| 0.68	| 0.03
880	| 0.13	| 0.13	| 0.14	| 0.00
881	| 0.38	| 0.39	| 0.40	| 0.01
882	| 0.72	| 0.77	| 0.76	| 0.05
883	| 1.98	| 1.94	| 1.92	| 0.06
884	| 0.73	| 0.75	| 0.71	| 0.04
885	| 0.74	| 0.78	| 0.79	| 0.05
886	| 1.07	| 1.07	| 1.03	| 0.04
887	| 0.58	| 0.50	| 0.55	| 0.08
888	| 1.97	| 2.06	| 1.98	| 0.10
889	| 0.73	| 0.75	| 0.69	| 0.06
890	| 1.79	| 1.71	| 1.74	| 0.07
891	| 0.84	| 0.88	| 0.95	| 0.10
892	| 1.36	| 1.35	| 1.31	| 0.05
893	| 1.18	| 1.16	| 1.14	| 0.04
894	| 1.98	| 1.94	| 1.86	| 0.11
895	| 0.35	| 0.35	| 0.38	| 0.03
896	| 0.91	| 0.88	| 0.89	| 0.04
897	| 1.33	| 1.30	| 1.27	| 0.06
898	| 1.69	| 1.71	| 1.76	| 0.07
899	| 0.10	| 0.08	| 0.10	| 0.02
900	| 1.28	| 1.22	| 1.32	| 0.09
901	| 1.01	| 1.01	| 0.96	| 0.06
902	| 1.06	| 1.03	| 1.14	| 0.11
903	| 0.22	| 0.25	| 0.24	| 0.03
904	| 1.55	| 1.59	| 1.57	| 0.04
905	| 0.35	| 0.34	| 0.38	| 0.04
906	| 1.13	| 1.09	| 1.09	| 0.04
907	| 0.20	| 0.18	| 0.19	| 0.02
908	| 1.29	| 1.27	| 1.26	| 0.03
909	| 1.99	| 1.97	| 2.09	| 0.12
910	| 0.78	| 0.78	| 0.81	| 0.03
911	| 0.14	| 0.14	| 0.13	| 0.01
912	| 1.88	| 1.94	| 1.96	| 0.09
913	| 1.45	| 1.43	| 1.32	| 0.13
914	| 0.55	| 0.54	| 0.53	| 0.02
915	| 0.37	| 0.38	| 0.38	| 0.01
916	| 0.21	| 0.21	| 0.18	| 0.03
917	| 0.60	| 0.54	| 0.55	| 0.06
918	| 0.84	| 0.78	| 0.79	| 0.06
919	| 1.34	| 1.31	| 1.26	| 0.08
920	| 1.42	| 1.36	| 1.41	| 0.06
921	| 0.84	| 0.87	| 0.84	| 0.03
922	| 1.04	| 1.08	| 1.02	| 0.06
923	| 0.70	| 0.73	| 0.67	| 0.06
924	| 0.34	| 0.34	| 0.35	| 0.01
925	| 0.14	| 0.15	| 0.15	| 0.01
926	| 0.88	| 0.88	| 0.99	| 0.11
927	| 1.17	| 1.18	| 1.18	| 0.01
928	| 0.36	| 0.35	| 0.39	| 0.03
929	| 0.12	| 0.14	| 0.13	| 0.02
930	| 0.32	| 0.35	| 0.36	| 0.04
931	| 0.63	| 0.60	| 0.58	| 0.05
932	| 1.50	| 1.50	| 1.56	| 0.07
933	| 0.66	| 0.66	| 0.62	| 0.04
934	| 1.31	| 1.26	| 1.36	| 0.09
935	| 0.11	| 0.10	| 0.08	| 0.03
936	| 0.05	| 0.05	| 0.08	| 0.02
937	| 0.07	| 0.07	| 0.10	| 0.03
938	| 0.39	| 0.38	| 0.33	| 0.05
939	| 1.50	| 1.60	| 1.51	| 0.10
940	| 0.34	| 0.35	| 0.38	| 0.04
941	| 0.36	| 0.34	| 0.30	| 0.06
942	| 0.61	| 0.64	| 0.59	| 0.05
943	| 1.39	| 1.39	| 1.43	| 0.04
944	| 2.01	| 1.88	| 1.86	| 0.15
945	| 0.88	| 0.88	| 0.86	| 0.02
946	| 1.98	| 2.04	| 1.94	| 0.10
947	| 1.71	| 1.67	| 1.72	| 0.05
948	| 0.36	| 0.42	| 0.33	| 0.09
949	| 0.63	| 0.61	| 0.61	| 0.02
950	| 1.73	| 1.58	| 1.58	| 0.15
951	| 0.68	| 0.71	| 0.73	| 0.05
952	| 1.23	| 1.22	| 1.19	| 0.04
953	| 0.77	| 0.78	| 0.76	| 0.02
954	| 0.81	| 0.75	| 0.75	| 0.06
955	| 0.93	| 0.92	| 0.89	| 0.04
956	| 2.05	| 2.04	| 2.07	| 0.04
957	| 0.03	| 0.03	| 0.03	| 0.00
958	| 1.75	| 1.67	| 1.75	| 0.08
959	| 1.32	| 1.29	| 1.31	| 0.03
960	| 1.30	| 1.30	| 1.22	| 0.08
961	| 0.31	| 0.26	| 0.28	| 0.05
962	| 0.45	| 0.51	| 0.50	| 0.05
963	| 1.53	| 1.58	| 1.46	| 0.12
964	| 1.05	| 1.11	| 1.09	| 0.06
965	| 1.83	| 1.79	| 1.74	| 0.09
966	| 1.03	| 1.03	| 1.06	| 0.03
967	| 0.24	| 0.26	| 0.27	| 0.03
968	| 0.26	| 0.26	| 0.27	| 0.02
969	| 0.62	| 0.64	| 0.66	| 0.04
970	| 0.81	| 0.87	| 0.80	| 0.07
971	| 1.91	| 1.91	| 1.96	| 0.05
972	| 2.02	| 1.98	| 1.96	| 0.06
973	| 0.67	| 0.62	| 0.65	| 0.05
974	| 1.66	| 1.65	| 1.65	| 0.01
975	| 1.72	| 1.77	| 1.79	| 0.07
976	| 0.93	| 0.94	| 0.94	| 0.01
977	| 0.77	| 0.78	| 0.74	| 0.04
978	| 1.80	| 1.81	| 1.86	| 0.07
979	| 1.16	| 1.24	| 1.22	| 0.08
980	| 1.85	| 1.93	| 1.87	| 0.08
981	| 1.31	| 1.21	| 1.36	| 0.15
982	| 1.07	| 1.12	| 1.17	| 0.09
983	| 1.83	| 1.79	| 1.77	| 0.06
984	| 0.00	| 0.00	| 0.00	| 0.00
985	| 1.21	| 1.14	| 1.12	| 0.09
986	| 0.71	| 0.80	| 0.75	| 0.08
987	| 1.35	| 1.43	| 1.43	| 0.08
988	| 0.49	| 0.51	| 0.50	| 0.02
989	| 0.63	| 0.63	| 0.64	| 0.00
990	| 0.77	| 0.82	| 0.77	| 0.05
991	| 1.50	| 1.47	| 1.51	| 0.04
992	| 0.78	| 0.75	| 0.81	| 0.06
993	| 1.47	| 1.45	| 1.49	| 0.04
994	| 1.44	| 1.53	| 1.45	| 0.09
995	| 1.65	| 1.61	| 1.58	| 0.07
996	| 1.92	| 1.90	| 1.94	| 0.04
997	| 0.21	| 0.19	| 0.17	| 0.05
998	| 2.07	| 1.89	| 1.95	| 0.18
999	| 0.06	| 0.03	| 0.06	| 0.02
