Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 37.086494417s, Fenwick: 953.474ms

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
686	| 0.21	| 0.21	| 0.00
687	| 0.04	| 0.05	| 0.00
688	| 0.13	| 0.16	| 0.03
689	| 0.08	| 0.09	| 0.01
690	| 0.37	| 0.30	| 0.06
691	| 0.28	| 0.30	| 0.02
692	| 0.02	| 0.03	| 0.01
693	| 0.02	| 0.03	| 0.00
694	| 0.25	| 0.26	| 0.00
695	| 0.30	| 0.31	| 0.00
696	| 0.03	| 0.03	| 0.00
697	| 0.09	| 0.10	| 0.01
698	| 0.18	| 0.16	| 0.02
699	| 0.06	| 0.11	| 0.05
700	| 0.13	| 0.14	| 0.01
701	| 0.27	| 0.28	| 0.02
702	| 0.22	| 0.26	| 0.05
703	| 0.29	| 0.31	| 0.02
704	| 0.27	| 0.24	| 0.04
705	| 0.29	| 0.28	| 0.01
706	| 0.20	| 0.22	| 0.02
707	| 0.29	| 0.30	| 0.01
708	| 0.11	| 0.10	| 0.01
709	| 0.27	| 0.26	| 0.01
710	| 0.17	| 0.20	| 0.03
711	| 0.29	| 0.32	| 0.03
712	| 0.16	| 0.14	| 0.02
713	| 0.13	| 0.17	| 0.04
714	| 0.16	| 0.15	| 0.01
715	| 0.28	| 0.29	| 0.01
716	| 0.27	| 0.26	| 0.02
717	| 0.14	| 0.15	| 0.01
718	| 0.06	| 0.06	| 0.01
719	| 0.03	| 0.03	| 0.00
720	| 0.05	| 0.05	| 0.00
721	| 0.13	| 0.12	| 0.01
722	| 0.29	| 0.27	| 0.03
723	| 0.19	| 0.20	| 0.01
724	| 0.33	| 0.30	| 0.02
725	| 0.03	| 0.03	| 0.00
726	| 0.12	| 0.11	| 0.02
727	| 0.11	| 0.15	| 0.03
728	| 0.21	| 0.18	| 0.03
729	| 0.16	| 0.15	| 0.01
730	| 0.19	| 0.19	| 0.00
731	| 0.30	| 0.31	| 0.00
732	| 0.18	| 0.21	| 0.03
733	| 0.29	| 0.28	| 0.01
734	| 0.03	| 0.03	| 0.01
735	| 0.13	| 0.15	| 0.02
736	| 0.28	| 0.27	| 0.01
737	| 0.28	| 0.29	| 0.01
738	| 0.03	| 0.03	| 0.00
739	| 0.12	| 0.12	| 0.01
740	| 0.28	| 0.27	| 0.01
741	| 0.19	| 0.18	| 0.01
742	| 0.10	| 0.11	| 0.01
743	| 0.04	| 0.04	| 0.00
744	| 0.03	| 0.02	| 0.00
745	| 0.32	| 0.30	| 0.02
746	| 0.20	| 0.18	| 0.03
747	| 0.18	| 0.15	| 0.04
748	| 0.21	| 0.21	| 0.00
749	| 0.07	| 0.07	| 0.00
750	| 0.03	| 0.03	| 0.00
751	| 0.15	| 0.12	| 0.03
752	| 0.11	| 0.10	| 0.00
753	| 0.05	| 0.04	| 0.01
754	| 0.09	| 0.10	| 0.01
755	| 0.09	| 0.09	| 0.00
756	| 0.17	| 0.15	| 0.01
757	| 0.15	| 0.13	| 0.02
758	| 0.15	| 0.16	| 0.01
759	| 0.17	| 0.14	| 0.02
760	| 0.13	| 0.13	| 0.00
761	| 0.00	| 0.01	| 0.00
762	| 0.16	| 0.15	| 0.01
763	| 0.11	| 0.11	| 0.00
764	| 0.03	| 0.03	| 0.00
765	| 0.25	| 0.25	| 0.00
766	| 0.32	| 0.28	| 0.04
767	| 0.00	| 0.00	| 0.00
768	| 0.32	| 0.34	| 0.02
769	| 0.03	| 0.03	| 0.00
770	| 0.31	| 0.34	| 0.03
771	| 0.27	| 0.24	| 0.03
772	| 0.19	| 0.19	| 0.01
773	| 0.06	| 0.06	| 0.00
774	| 0.28	| 0.27	| 0.01
775	| 0.26	| 0.25	| 0.01
776	| 0.19	| 0.15	| 0.04
777	| 0.07	| 0.09	| 0.02
778	| 0.27	| 0.26	| 0.00
779	| 0.31	| 0.33	| 0.02
780	| 0.17	| 0.18	| 0.01
781	| 0.08	| 0.09	| 0.00
782	| 0.19	| 0.18	| 0.01
783	| 0.14	| 0.16	| 0.02
784	| 0.19	| 0.22	| 0.02
785	| 0.09	| 0.11	| 0.02
786	| 0.24	| 0.22	| 0.02
787	| 0.06	| 0.06	| 0.00
788	| 0.30	| 0.31	| 0.02
789	| 0.09	| 0.10	| 0.00
790	| 0.12	| 0.11	| 0.01
791	| 0.07	| 0.06	| 0.01
792	| 0.24	| 0.26	| 0.02
793	| 0.25	| 0.26	| 0.01
794	| 0.21	| 0.19	| 0.01
795	| 0.19	| 0.20	| 0.01
796	| 0.32	| 0.30	| 0.02
797	| 0.27	| 0.27	| 0.00
798	| 0.22	| 0.26	| 0.04
799	| 0.22	| 0.21	| 0.01
800	| 0.27	| 0.30	| 0.03
801	| 0.11	| 0.12	| 0.01
802	| 0.19	| 0.18	| 0.01
803	| 0.18	| 0.18	| 0.01
804	| 0.24	| 0.26	| 0.02
805	| 0.19	| 0.17	| 0.02
806	| 0.02	| 0.01	| 0.01
807	| 0.11	| 0.10	| 0.01
808	| 0.17	| 0.20	| 0.02
809	| 0.05	| 0.07	| 0.02
810	| 0.14	| 0.14	| 0.00
811	| 0.29	| 0.31	| 0.02
812	| 0.31	| 0.31	| 0.00
813	| 0.22	| 0.23	| 0.01
814	| 0.03	| 0.03	| 0.00
815	| 0.17	| 0.17	| 0.00
816	| 0.25	| 0.28	| 0.03
817	| 0.24	| 0.22	| 0.02
818	| 0.32	| 0.34	| 0.02
819	| 0.03	| 0.03	| 0.00
820	| 0.06	| 0.06	| 0.00
821	| 0.29	| 0.29	| 0.00
822	| 0.24	| 0.23	| 0.01
823	| 0.23	| 0.26	| 0.03
824	| 0.08	| 0.12	| 0.04
825	| 0.27	| 0.24	| 0.03
826	| 0.28	| 0.28	| 0.00
827	| 0.31	| 0.35	| 0.04
828	| 0.11	| 0.11	| 0.00
829	| 0.32	| 0.28	| 0.04
830	| 0.30	| 0.30	| 0.00
831	| 0.20	| 0.23	| 0.03
832	| 0.27	| 0.26	| 0.01
833	| 0.05	| 0.04	| 0.01
834	| 0.08	| 0.08	| 0.00
835	| 0.27	| 0.29	| 0.02
836	| 0.26	| 0.29	| 0.03
837	| 0.10	| 0.11	| 0.01
838	| 0.14	| 0.14	| 0.01
839	| 0.00	| 0.00	| 0.00
840	| 0.28	| 0.26	| 0.02
841	| 0.19	| 0.18	| 0.01
842	| 0.09	| 0.11	| 0.01
843	| 0.32	| 0.28	| 0.04
844	| 0.08	| 0.08	| 0.00
845	| 0.14	| 0.10	| 0.05
846	| 0.17	| 0.15	| 0.02
847	| 0.27	| 0.28	| 0.01
848	| 0.24	| 0.24	| 0.00
849	| 0.24	| 0.19	| 0.05
850	| 0.30	| 0.32	| 0.02
851	| 0.15	| 0.15	| 0.00
852	| 0.33	| 0.32	| 0.01
853	| 0.31	| 0.29	| 0.02
854	| 0.21	| 0.22	| 0.01
855	| 0.30	| 0.32	| 0.02
856	| 0.26	| 0.25	| 0.01
857	| 0.09	| 0.11	| 0.02
858	| 0.16	| 0.15	| 0.01
859	| 0.01	| 0.01	| 0.00
860	| 0.03	| 0.03	| 0.00
861	| 0.10	| 0.09	| 0.01
862	| 0.07	| 0.07	| 0.00
863	| 0.29	| 0.33	| 0.04
864	| 0.17	| 0.14	| 0.03
865	| 0.23	| 0.19	| 0.04
866	| 0.33	| 0.32	| 0.01
867	| 0.33	| 0.29	| 0.03
868	| 0.17	| 0.17	| 0.00
869	| 0.21	| 0.18	| 0.03
870	| 0.18	| 0.19	| 0.01
871	| 0.18	| 0.17	| 0.01
872	| 0.24	| 0.27	| 0.03
873	| 0.13	| 0.15	| 0.02
874	| 0.07	| 0.07	| 0.01
875	| 0.07	| 0.07	| 0.01
876	| 0.03	| 0.04	| 0.01
877	| 0.10	| 0.10	| 0.01
878	| 0.06	| 0.04	| 0.02
879	| 0.19	| 0.18	| 0.01
880	| 0.09	| 0.09	| 0.01
881	| 0.14	| 0.13	| 0.01
882	| 0.31	| 0.31	| 0.00
883	| 0.10	| 0.12	| 0.02
884	| 0.30	| 0.27	| 0.04
885	| 0.12	| 0.10	| 0.02
886	| 0.11	| 0.13	| 0.01
887	| 0.05	| 0.06	| 0.01
888	| 0.06	| 0.05	| 0.01
889	| 0.19	| 0.21	| 0.01
890	| 0.22	| 0.21	| 0.01
891	| 0.28	| 0.29	| 0.01
892	| 0.04	| 0.04	| 0.00
893	| 0.31	| 0.30	| 0.01
894	| 0.32	| 0.32	| 0.00
895	| 0.30	| 0.28	| 0.01
896	| 0.10	| 0.08	| 0.02
897	| 0.12	| 0.11	| 0.01
898	| 0.14	| 0.14	| 0.01
899	| 0.28	| 0.30	| 0.02
900	| 0.30	| 0.31	| 0.01
901	| 0.18	| 0.18	| 0.00
902	| 0.10	| 0.08	| 0.02
903	| 0.08	| 0.09	| 0.00
904	| 0.08	| 0.06	| 0.03
905	| 0.07	| 0.07	| 0.00
906	| 0.06	| 0.05	| 0.01
907	| 0.07	| 0.05	| 0.02
908	| 0.28	| 0.30	| 0.02
909	| 0.11	| 0.12	| 0.01
910	| 0.34	| 0.36	| 0.02
911	| 0.21	| 0.17	| 0.05
912	| 0.07	| 0.09	| 0.01
913	| 0.22	| 0.24	| 0.02
914	| 0.08	| 0.08	| 0.00
915	| 0.03	| 0.02	| 0.00
916	| 0.24	| 0.21	| 0.04
917	| 0.26	| 0.27	| 0.01
918	| 0.02	| 0.02	| 0.00
919	| 0.23	| 0.24	| 0.01
920	| 0.16	| 0.17	| 0.02
921	| 0.01	| 0.01	| 0.00
922	| 0.21	| 0.21	| 0.00
923	| 0.01	| 0.00	| 0.00
924	| 0.31	| 0.33	| 0.02
925	| 0.14	| 0.14	| 0.00
926	| 0.03	| 0.03	| 0.00
927	| 0.06	| 0.07	| 0.01
928	| 0.00	| 0.00	| 0.00
929	| 0.27	| 0.28	| 0.01
930	| 0.18	| 0.19	| 0.01
931	| 0.30	| 0.28	| 0.02
932	| 0.15	| 0.18	| 0.03
933	| 0.29	| 0.29	| 0.01
934	| 0.03	| 0.04	| 0.01
935	| 0.27	| 0.28	| 0.01
936	| 0.34	| 0.32	| 0.02
937	| 0.20	| 0.19	| 0.01
938	| 0.14	| 0.13	| 0.01
939	| 0.02	| 0.03	| 0.00
940	| 0.13	| 0.12	| 0.01
941	| 0.16	| 0.17	| 0.01
942	| 0.28	| 0.26	| 0.02
943	| 0.06	| 0.05	| 0.02
944	| 0.00	| 0.00	| 0.00
945	| 0.24	| 0.24	| 0.01
946	| 0.19	| 0.20	| 0.01
947	| 0.28	| 0.25	| 0.04
948	| 0.08	| 0.07	| 0.01
949	| 0.27	| 0.26	| 0.02
950	| 0.12	| 0.11	| 0.01
951	| 0.05	| 0.04	| 0.00
952	| 0.10	| 0.09	| 0.01
953	| 0.27	| 0.27	| 0.00
954	| 0.16	| 0.18	| 0.02
955	| 0.06	| 0.04	| 0.02
956	| 0.11	| 0.10	| 0.01
957	| 0.05	| 0.04	| 0.01
958	| 0.09	| 0.08	| 0.00
959	| 0.04	| 0.04	| 0.00
960	| 0.08	| 0.09	| 0.01
961	| 0.29	| 0.28	| 0.00
962	| 0.15	| 0.17	| 0.02
963	| 0.02	| 0.02	| 0.00
964	| 0.15	| 0.17	| 0.02
965	| 0.28	| 0.32	| 0.04
966	| 0.15	| 0.16	| 0.01
967	| 0.17	| 0.18	| 0.01
968	| 0.00	| 0.00	| 0.00
969	| 0.00	| 0.01	| 0.01
970	| 0.31	| 0.35	| 0.04
971	| 0.03	| 0.04	| 0.01
972	| 0.27	| 0.30	| 0.03
973	| 0.22	| 0.24	| 0.02
974	| 0.17	| 0.18	| 0.01
975	| 0.27	| 0.25	| 0.02
976	| 0.25	| 0.25	| 0.01
977	| 0.21	| 0.18	| 0.04
978	| 0.27	| 0.26	| 0.01
979	| 0.02	| 0.02	| 0.00
980	| 0.26	| 0.24	| 0.01
981	| 0.13	| 0.12	| 0.01
982	| 0.29	| 0.30	| 0.01
983	| 0.25	| 0.23	| 0.02
984	| 0.06	| 0.05	| 0.01
985	| 0.10	| 0.11	| 0.01
986	| 0.08	| 0.10	| 0.02
987	| 0.01	| 0.01	| 0.00
988	| 0.00	| 0.00	| 0.00
989	| 0.27	| 0.27	| 0.00
990	| 0.30	| 0.31	| 0.01
991	| 0.23	| 0.16	| 0.06
992	| 0.19	| 0.18	| 0.01
993	| 0.13	| 0.15	| 0.02
994	| 0.24	| 0.24	| 0.00
995	| 0.24	| 0.27	| 0.03
996	| 0.17	| 0.17	| 0.00
997	| 0.20	| 0.23	| 0.03
998	| 0.27	| 0.24	| 0.02
999	| 0.27	| 0.25	| 0.02
1000	| 0.02	| 0.02	| 0.00
1001	| 0.19	| 0.20	| 0.01
1002	| 0.11	| 0.12	| 0.01
1003	| 0.04	| 0.03	| 0.00
1004	| 0.11	| 0.11	| 0.00
1005	| 0.12	| 0.12	| 0.00
1006	| 0.16	| 0.19	| 0.03
1007	| 0.01	| 0.01	| 0.00
1008	| 0.27	| 0.28	| 0.01
1009	| 0.13	| 0.13	| 0.00
1010	| 0.32	| 0.32	| 0.00
1011	| 0.22	| 0.20	| 0.02
1012	| 0.11	| 0.12	| 0.01
1013	| 0.14	| 0.13	| 0.01
1014	| 0.06	| 0.06	| 0.00
1015	| 0.05	| 0.05	| 0.01
1016	| 0.04	| 0.05	| 0.01
1017	| 0.17	| 0.17	| 0.00
1018	| 0.01	| 0.01	| 0.00
1019	| 0.02	| 0.04	| 0.02
1020	| 0.09	| 0.07	| 0.02
1021	| 0.33	| 0.35	| 0.02
1022	| 0.15	| 0.14	| 0.02
1023	| 0.15	| 0.15	| 0.00
1024	| 0.03	| 0.03	| 0.00
1025	| 0.03	| 0.03	| 0.00
1026	| 0.03	| 0.04	| 0.01
1027	| 0.16	| 0.14	| 0.02
1028	| 0.01	| 0.01	| 0.00
1029	| 0.03	| 0.03	| 0.00
1030	| 0.03	| 0.03	| 0.00
1031	| 0.22	| 0.23	| 0.01
1032	| 0.29	| 0.29	| 0.01
1033	| 0.34	| 0.28	| 0.06
1034	| 0.25	| 0.25	| 0.00
1035	| 0.33	| 0.30	| 0.03
1036	| 0.32	| 0.31	| 0.02
1037	| 0.03	| 0.03	| 0.00
1038	| 0.07	| 0.08	| 0.01
1039	| 0.17	| 0.20	| 0.03
1040	| 0.03	| 0.04	| 0.00
1041	| 0.06	| 0.07	| 0.02
1042	| 0.02	| 0.01	| 0.00
1043	| 0.23	| 0.22	| 0.01
1044	| 0.07	| 0.08	| 0.00
1045	| 0.33	| 0.31	| 0.03
1046	| 0.14	| 0.17	| 0.03
1047	| 0.09	| 0.09	| 0.00
1048	| 0.11	| 0.12	| 0.01
1049	| 0.21	| 0.22	| 0.01
1050	| 0.17	| 0.19	| 0.02
1051	| 0.01	| 0.01	| 0.00
1052	| 0.06	| 0.06	| 0.01
1053	| 0.35	| 0.33	| 0.03
1054	| 0.18	| 0.17	| 0.01
1055	| 0.26	| 0.27	| 0.01
1056	| 0.06	| 0.08	| 0.02
1057	| 0.09	| 0.10	| 0.01
1058	| 0.28	| 0.27	| 0.01
1059	| 0.02	| 0.03	| 0.01
1060	| 0.27	| 0.22	| 0.06
1061	| 0.28	| 0.26	| 0.02
1062	| 0.02	| 0.03	| 0.01
1063	| 0.32	| 0.29	| 0.03
1064	| 0.01	| 0.01	| 0.00
1065	| 0.12	| 0.12	| 0.00
1066	| 0.03	| 0.03	| 0.00
1067	| 0.15	| 0.15	| 0.00
1068	| 0.08	| 0.08	| 0.01
1069	| 0.05	| 0.03	| 0.01
1070	| 0.34	| 0.34	| 0.00
1071	| 0.22	| 0.24	| 0.02
1072	| 0.01	| 0.01	| 0.01
1073	| 0.17	| 0.17	| 0.01
1074	| 0.06	| 0.07	| 0.00
1075	| 0.12	| 0.12	| 0.01
1076	| 0.34	| 0.33	| 0.01
1077	| 0.33	| 0.31	| 0.02
1078	| 0.13	| 0.14	| 0.01
1079	| 0.29	| 0.29	| 0.00
1080	| 0.03	| 0.03	| 0.01
1081	| 0.25	| 0.26	| 0.01
1082	| 0.16	| 0.18	| 0.02
1083	| 0.21	| 0.23	| 0.02
1084	| 0.04	| 0.04	| 0.01
1085	| 0.05	| 0.05	| 0.00
1086	| 0.07	| 0.06	| 0.02
1087	| 0.27	| 0.33	| 0.06
1088	| 0.17	| 0.18	| 0.01
1089	| 0.32	| 0.31	| 0.02
1090	| 0.18	| 0.18	| 0.00
1091	| 0.22	| 0.22	| 0.00
1092	| 0.00	| 0.00	| 0.00
1093	| 0.09	| 0.10	| 0.02
1094	| 0.04	| 0.03	| 0.01
1095	| 0.17	| 0.16	| 0.01
1096	| 0.04	| 0.05	| 0.01
1097	| 0.22	| 0.20	| 0.01
1098	| 0.18	| 0.17	| 0.01
1099	| 0.07	| 0.05	| 0.02
1100	| 0.23	| 0.21	| 0.02
1101	| 0.08	| 0.08	| 0.00
1102	| 0.09	| 0.08	| 0.01
1103	| 0.08	| 0.09	| 0.01
1104	| 0.10	| 0.09	| 0.00
1105	| 0.16	| 0.14	| 0.01
1106	| 0.03	| 0.03	| 0.00
1107	| 0.26	| 0.26	| 0.01
1108	| 0.28	| 0.23	| 0.05
1109	| 0.09	| 0.09	| 0.00
1110	| 0.02	| 0.01	| 0.00
1111	| 0.07	| 0.07	| 0.00
1112	| 0.19	| 0.21	| 0.02
1113	| 0.25	| 0.28	| 0.03
1114	| 0.29	| 0.31	| 0.02
1115	| 0.12	| 0.13	| 0.01
1116	| 0.22	| 0.20	| 0.02
1117	| 0.24	| 0.23	| 0.01
1118	| 0.13	| 0.11	| 0.02
1119	| 0.29	| 0.31	| 0.03
1120	| 0.13	| 0.14	| 0.01
1121	| 0.12	| 0.09	| 0.03
1122	| 0.33	| 0.29	| 0.03
1123	| 0.30	| 0.30	| 0.00
1124	| 0.23	| 0.22	| 0.01
1125	| 0.18	| 0.17	| 0.01
1126	| 0.14	| 0.14	| 0.00
1127	| 0.25	| 0.20	| 0.05
1128	| 0.01	| 0.01	| 0.00
1129	| 0.33	| 0.32	| 0.02
1130	| 0.14	| 0.14	| 0.00
1131	| 0.00	| 0.00	| 0.00
1132	| 0.04	| 0.04	| 0.00
1133	| 0.04	| 0.03	| 0.01
1134	| 0.34	| 0.32	| 0.02
1135	| 0.23	| 0.22	| 0.01
1136	| 0.07	| 0.07	| 0.00
1137	| 0.14	| 0.11	| 0.02
1138	| 0.35	| 0.35	| 0.00
1139	| 0.32	| 0.32	| 0.00
1140	| 0.05	| 0.05	| 0.00
1141	| 0.14	| 0.14	| 0.00
1142	| 0.19	| 0.21	| 0.02
1143	| 0.03	| 0.04	| 0.01
1144	| 0.09	| 0.11	| 0.03
1145	| 0.17	| 0.19	| 0.02
1146	| 0.23	| 0.20	| 0.03
1147	| 0.02	| 0.02	| 0.00
1148	| 0.13	| 0.13	| 0.00
1149	| 0.03	| 0.03	| 0.00
1150	| 0.14	| 0.12	| 0.01
1151	| 0.01	| 0.01	| 0.01
1152	| 0.22	| 0.23	| 0.02
1153	| 0.08	| 0.08	| 0.00
1154	| 0.25	| 0.26	| 0.01
1155	| 0.08	| 0.08	| 0.01
1156	| 0.22	| 0.25	| 0.02
1157	| 0.06	| 0.07	| 0.01
1158	| 0.30	| 0.27	| 0.02
1159	| 0.10	| 0.09	| 0.01
1160	| 0.24	| 0.22	| 0.02
1161	| 0.02	| 0.02	| 0.00
1162	| 0.31	| 0.33	| 0.02
1163	| 0.21	| 0.21	| 0.01
1164	| 0.12	| 0.11	| 0.01
1165	| 0.31	| 0.27	| 0.04
1166	| 0.18	| 0.18	| 0.00
1167	| 0.02	| 0.02	| 0.00
1168	| 0.06	| 0.07	| 0.01
1169	| 0.15	| 0.15	| 0.00
1170	| 0.30	| 0.30	| 0.00
1171	| 0.26	| 0.31	| 0.05
1172	| 0.37	| 0.31	| 0.06
1173	| 0.04	| 0.04	| 0.00
1174	| 0.08	| 0.08	| 0.00
1175	| 0.07	| 0.08	| 0.01
1176	| 0.31	| 0.29	| 0.02
1177	| 0.05	| 0.04	| 0.00
1178	| 0.11	| 0.12	| 0.01
1179	| 0.24	| 0.28	| 0.04
1180	| 0.35	| 0.36	| 0.01
1181	| 0.03	| 0.03	| 0.00
1182	| 0.13	| 0.11	| 0.02
1183	| 0.27	| 0.26	| 0.01
1184	| 0.04	| 0.04	| 0.00
1185	| 0.32	| 0.33	| 0.01
1186	| 0.05	| 0.06	| 0.01
1187	| 0.14	| 0.14	| 0.00
1188	| 0.24	| 0.27	| 0.03
1189	| 0.25	| 0.25	| 0.01
1190	| 0.01	| 0.01	| 0.01
1191	| 0.08	| 0.10	| 0.02
1192	| 0.19	| 0.20	| 0.01
1193	| 0.18	| 0.18	| 0.00
1194	| 0.25	| 0.23	| 0.02
1195	| 0.33	| 0.31	| 0.02
1196	| 0.29	| 0.26	| 0.02
1197	| 0.05	| 0.03	| 0.02
1198	| 0.03	| 0.03	| 0.00
1199	| 0.04	| 0.04	| 0.00
1200	| 0.21	| 0.19	| 0.02
1201	| 0.13	| 0.11	| 0.02
1202	| 0.15	| 0.17	| 0.02
1203	| 0.27	| 0.29	| 0.02
1204	| 0.05	| 0.04	| 0.01
1205	| 0.27	| 0.32	| 0.05
1206	| 0.14	| 0.14	| 0.00
1207	| 0.23	| 0.21	| 0.01
1208	| 0.31	| 0.33	| 0.02
1209	| 0.30	| 0.30	| 0.00
1210	| 0.20	| 0.19	| 0.02
1211	| 0.07	| 0.09	| 0.02
1212	| 0.29	| 0.35	| 0.05
1213	| 0.30	| 0.28	| 0.02
1214	| 0.09	| 0.09	| 0.00
1215	| 0.15	| 0.17	| 0.03
1216	| 0.06	| 0.06	| 0.00
1217	| 0.11	| 0.11	| 0.00
1218	| 0.28	| 0.30	| 0.02
1219	| 0.07	| 0.06	| 0.01
1220	| 0.18	| 0.17	| 0.01
1221	| 0.07	| 0.08	| 0.01
1222	| 0.04	| 0.03	| 0.01
1223	| 0.07	| 0.07	| 0.00
1224	| 0.18	| 0.17	| 0.01
1225	| 0.10	| 0.11	| 0.01
1226	| 0.04	| 0.03	| 0.01
1227	| 0.24	| 0.23	| 0.01
1228	| 0.26	| 0.25	| 0.01
1229	| 0.32	| 0.30	| 0.02
1230	| 0.29	| 0.30	| 0.01
1231	| 0.23	| 0.25	| 0.02
1232	| 0.11	| 0.11	| 0.01
1233	| 0.12	| 0.12	| 0.00
1234	| 0.04	| 0.04	| 0.00
1235	| 0.08	| 0.06	| 0.02
1236	| 0.11	| 0.10	| 0.01
1237	| 0.20	| 0.19	| 0.01
1238	| 0.34	| 0.32	| 0.02
1239	| 0.31	| 0.33	| 0.02
1240	| 0.04	| 0.03	| 0.01
1241	| 0.18	| 0.17	| 0.01
1242	| 0.17	| 0.16	| 0.01
1243	| 0.26	| 0.29	| 0.04
1244	| 0.05	| 0.07	| 0.01
1245	| 0.29	| 0.30	| 0.01
1246	| 0.00	| 0.00	| 0.00
1247	| 0.08	| 0.08	| 0.00
1248	| 0.26	| 0.27	| 0.01
1249	| 0.01	| 0.01	| 0.00
1250	| 0.03	| 0.03	| 0.00
1251	| 0.18	| 0.17	| 0.01
1252	| 0.21	| 0.24	| 0.03
1253	| 0.17	| 0.19	| 0.02
1254	| 0.29	| 0.30	| 0.01
1255	| 0.25	| 0.29	| 0.04
1256	| 0.10	| 0.11	| 0.01
1257	| 0.28	| 0.28	| 0.00
1258	| 0.04	| 0.04	| 0.00
1259	| 0.29	| 0.28	| 0.01
1260	| 0.27	| 0.25	| 0.01
1261	| 0.06	| 0.06	| 0.00
1262	| 0.07	| 0.09	| 0.02
1263	| 0.11	| 0.10	| 0.00
1264	| 0.21	| 0.21	| 0.01
1265	| 0.19	| 0.21	| 0.02
1266	| 0.20	| 0.18	| 0.02
1267	| 0.23	| 0.22	| 0.01
1268	| 0.25	| 0.27	| 0.01
1269	| 0.33	| 0.32	| 0.01
1270	| 0.01	| 0.02	| 0.01
1271	| 0.17	| 0.22	| 0.05
1272	| 0.10	| 0.12	| 0.02
1273	| 0.29	| 0.28	| 0.01
1274	| 0.07	| 0.08	| 0.01
1275	| 0.22	| 0.23	| 0.01
1276	| 0.29	| 0.29	| 0.00
1277	| 0.28	| 0.26	| 0.02
1278	| 0.18	| 0.18	| 0.00
1279	| 0.32	| 0.30	| 0.01
1280	| 0.06	| 0.06	| 0.00
1281	| 0.37	| 0.34	| 0.03
1282	| 0.36	| 0.35	| 0.01
1283	| 0.27	| 0.25	| 0.02
1284	| 0.02	| 0.02	| 0.00
1285	| 0.03	| 0.03	| 0.00
1286	| 0.15	| 0.16	| 0.01
1287	| 0.33	| 0.35	| 0.02
1288	| 0.17	| 0.18	| 0.01
1289	| 0.20	| 0.19	| 0.01
1290	| 0.16	| 0.16	| 0.00
1291	| 0.23	| 0.21	| 0.02
1292	| 0.21	| 0.20	| 0.01
1293	| 0.31	| 0.31	| 0.00
1294	| 0.20	| 0.20	| 0.01
1295	| 0.18	| 0.16	| 0.02
1296	| 0.10	| 0.11	| 0.01
1297	| 0.13	| 0.13	| 0.00
1298	| 0.07	| 0.05	| 0.03
1299	| 0.01	| 0.01	| 0.00
1300	| 0.10	| 0.08	| 0.01
1301	| 0.09	| 0.06	| 0.03
1302	| 0.13	| 0.12	| 0.01
1303	| 0.08	| 0.08	| 0.00
1304	| 0.19	| 0.21	| 0.02
1305	| 0.16	| 0.15	| 0.01
1306	| 0.04	| 0.03	| 0.01
1307	| 0.20	| 0.19	| 0.01
1308	| 0.27	| 0.26	| 0.01
1309	| 0.29	| 0.25	| 0.04
1310	| 0.04	| 0.03	| 0.01
1311	| 0.09	| 0.09	| 0.00
1312	| 0.02	| 0.02	| 0.01
1313	| 0.05	| 0.05	| 0.00
1314	| 0.12	| 0.09	| 0.02
1315	| 0.02	| 0.01	| 0.01
1316	| 0.14	| 0.13	| 0.01
1317	| 0.11	| 0.11	| 0.00
1318	| 0.20	| 0.18	| 0.02
1319	| 0.29	| 0.32	| 0.03
1320	| 0.26	| 0.27	| 0.01
1321	| 0.31	| 0.31	| 0.00
1322	| 0.34	| 0.33	| 0.01
1323	| 0.22	| 0.18	| 0.05
1324	| 0.25	| 0.24	| 0.01
1325	| 0.05	| 0.05	| 0.00
1326	| 0.02	| 0.03	| 0.01
1327	| 0.03	| 0.03	| 0.00
1328	| 0.14	| 0.12	| 0.02
1329	| 0.05	| 0.05	| 0.00
1330	| 0.25	| 0.29	| 0.04
1331	| 0.06	| 0.05	| 0.01
1332	| 0.12	| 0.13	| 0.00
1333	| 0.24	| 0.25	| 0.01
1334	| 0.27	| 0.24	| 0.03
1335	| 0.19	| 0.20	| 0.01
1336	| 0.10	| 0.09	| 0.01
1337	| 0.18	| 0.16	| 0.01
1338	| 0.08	| 0.07	| 0.01
1339	| 0.12	| 0.12	| 0.00
1340	| 0.20	| 0.21	| 0.01
1341	| 0.18	| 0.18	| 0.01
1342	| 0.26	| 0.24	| 0.02
1343	| 0.29	| 0.27	| 0.02
1344	| 0.01	| 0.01	| 0.00
1345	| 0.31	| 0.30	| 0.01
1346	| 0.35	| 0.35	| 0.00
1347	| 0.29	| 0.26	| 0.03
1348	| 0.28	| 0.32	| 0.04
1349	| 0.29	| 0.24	| 0.05
1350	| 0.31	| 0.27	| 0.04
1351	| 0.27	| 0.29	| 0.02
1352	| 0.11	| 0.10	| 0.01
1353	| 0.31	| 0.32	| 0.01
1354	| 0.10	| 0.10	| 0.00
1355	| 0.24	| 0.21	| 0.03
1356	| 0.13	| 0.12	| 0.01
1357	| 0.15	| 0.19	| 0.04
1358	| 0.01	| 0.01	| 0.00
1359	| 0.12	| 0.11	| 0.01
1360	| 0.17	| 0.16	| 0.01
