Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1% p in the following indices: []
Elapsed time: Fast: 11.218044959s, Fenwick: 374.291667ms

---------------------------------------------
Probability(%) of each element being selected:
Element	| Fast	| Fenw	| Diff(Max-Min)
686	| 1.66	| 1.69	| 0.03
687	| 2.00	| 1.94	| 0.06
688	| 1.60	| 1.58	| 0.02
689	| 0.40	| 0.42	| 0.02
690	| 0.06	| 0.07	| 0.01
691	| 1.87	| 1.89	| 0.02
692	| 1.04	| 1.07	| 0.03
693	| 0.09	| 0.08	| 0.01
694	| 1.80	| 1.71	| 0.08
695	| 1.38	| 1.50	| 0.12
696	| 0.82	| 0.81	| 0.01
697	| 1.66	| 1.66	| 0.01
698	| 1.25	| 1.19	| 0.06
699	| 1.79	| 1.88	| 0.08
700	| 0.78	| 0.78	| 0.00
701	| 2.08	| 2.05	| 0.03
702	| 1.67	| 1.67	| 0.01
703	| 1.07	| 1.10	| 0.03
704	| 0.65	| 0.64	| 0.00
705	| 0.81	| 0.83	| 0.02
706	| 0.38	| 0.38	| 0.00
707	| 0.76	| 0.76	| 0.00
708	| 0.04	| 0.05	| 0.00
709	| 1.20	| 1.12	| 0.08
710	| 1.09	| 1.15	| 0.06
711	| 0.69	| 0.74	| 0.05
712	| 0.29	| 0.30	| 0.01
713	| 0.93	| 0.91	| 0.02
714	| 1.75	| 1.71	| 0.04
715	| 1.63	| 1.65	| 0.02
716	| 0.16	| 0.16	| 0.00
717	| 1.75	| 1.73	| 0.02
718	| 0.34	| 0.37	| 0.02
719	| 0.91	| 0.89	| 0.02
720	| 1.72	| 1.70	| 0.02
721	| 1.04	| 0.96	| 0.09
722	| 0.64	| 0.64	| 0.00
723	| 0.14	| 0.12	| 0.03
724	| 0.64	| 0.67	| 0.03
725	| 0.80	| 0.89	| 0.09
726	| 1.74	| 1.76	| 0.02
727	| 1.30	| 1.31	| 0.01
728	| 1.40	| 1.44	| 0.04
729	| 0.52	| 0.55	| 0.03
730	| 1.54	| 1.53	| 0.02
731	| 0.30	| 0.29	| 0.02
732	| 1.10	| 1.21	| 0.11
733	| 0.97	| 0.95	| 0.02
734	| 1.47	| 1.36	| 0.11
735	| 0.12	| 0.14	| 0.02
736	| 1.97	| 1.95	| 0.02
737	| 0.89	| 0.85	| 0.04
738	| 0.81	| 0.84	| 0.04
739	| 1.94	| 1.98	| 0.04
740	| 0.43	| 0.43	| 0.00
741	| 1.20	| 1.09	| 0.11
742	| 1.00	| 0.96	| 0.04
743	| 0.98	| 1.01	| 0.02
744	| 0.98	| 1.01	| 0.03
745	| 1.88	| 2.00	| 0.12
746	| 1.63	| 1.70	| 0.07
747	| 0.57	| 0.65	| 0.08
748	| 1.63	| 1.65	| 0.02
749	| 1.03	| 1.04	| 0.00
750	| 0.25	| 0.23	| 0.02
751	| 0.50	| 0.54	| 0.04
752	| 0.29	| 0.30	| 0.01
753	| 1.41	| 1.40	| 0.01
754	| 0.10	| 0.12	| 0.02
755	| 0.52	| 0.56	| 0.04
756	| 0.95	| 0.94	| 0.01
757	| 1.74	| 1.67	| 0.07
758	| 0.13	| 0.16	| 0.04
759	| 0.90	| 0.86	| 0.05
760	| 0.45	| 0.44	| 0.01
761	| 1.52	| 1.57	| 0.04
762	| 1.31	| 1.20	| 0.11
763	| 1.66	| 1.59	| 0.07
764	| 0.51	| 0.51	| 0.01
765	| 0.25	| 0.24	| 0.01
766	| 1.13	| 1.09	| 0.04
767	| 0.83	| 0.91	| 0.09
768	| 0.03	| 0.03	| 0.00
769	| 1.25	| 1.33	| 0.08
770	| 1.61	| 1.58	| 0.03
771	| 1.39	| 1.43	| 0.04
772	| 0.34	| 0.31	| 0.02
773	| 1.10	| 1.10	| 0.01
774	| 1.40	| 1.38	| 0.02
775	| 1.10	| 1.17	| 0.07
776	| 0.52	| 0.58	| 0.07
777	| 0.71	| 0.73	| 0.02
778	| 0.25	| 0.26	| 0.01
779	| 1.17	| 1.13	| 0.05
780	| 1.87	| 1.96	| 0.09
781	| 0.41	| 0.40	| 0.01
782	| 0.19	| 0.17	| 0.02
783	| 0.18	| 0.20	| 0.02
784	| 1.15	| 1.15	| 0.00
785	| 0.55	| 0.53	| 0.02
786	| 0.93	| 0.89	| 0.04
787	| 1.08	| 1.18	| 0.10
788	| 1.25	| 1.29	| 0.04
789	| 0.04	| 0.04	| 0.00
790	| 0.06	| 0.03	| 0.02
791	| 1.21	| 1.17	| 0.04
792	| 1.46	| 1.46	| 0.00
793	| 1.03	| 0.97	| 0.05
794	| 0.72	| 0.72	| 0.01
795	| 0.07	| 0.08	| 0.01
796	| 0.71	| 0.71	| 0.00
797	| 1.50	| 1.51	| 0.01
798	| 1.90	| 1.88	| 0.02
799	| 1.50	| 1.59	| 0.09
800	| 0.16	| 0.18	| 0.02
801	| 1.73	| 1.71	| 0.02
802	| 1.75	| 1.76	| 0.02
803	| 1.09	| 0.93	| 0.15
804	| 0.22	| 0.24	| 0.02
805	| 1.91	| 1.93	| 0.02
806	| 1.26	| 1.31	| 0.05
807	| 0.46	| 0.49	| 0.03
808	| 1.75	| 1.74	| 0.02
809	| 1.88	| 1.86	| 0.02
810	| 0.63	| 0.66	| 0.02
811	| 1.81	| 1.81	| 0.00
812	| 0.04	| 0.04	| 0.01
813	| 1.85	| 1.85	| 0.00
814	| 1.70	| 1.63	| 0.06
815	| 0.78	| 0.78	| 0.01
816	| 0.94	| 1.00	| 0.06
817	| 0.53	| 0.54	| 0.01
818	| 0.86	| 0.81	| 0.05
819	| 1.32	| 1.33	| 0.01
820	| 0.75	| 0.77	| 0.02
821	| 0.20	| 0.20	| 0.00
822	| 1.02	| 1.08	| 0.06
823	| 0.56	| 0.55	| 0.01
824	| 0.59	| 0.60	| 0.01
825	| 0.85	| 0.81	| 0.04
826	| 1.76	| 1.75	| 0.02
827	| 1.69	| 1.66	| 0.03
828	| 0.05	| 0.05	| 0.01
829	| 1.68	| 1.71	| 0.03
830	| 0.50	| 0.54	| 0.04
831	| 1.61	| 1.68	| 0.08
832	| 0.30	| 0.30	| 0.00
833	| 0.60	| 0.60	| 0.01
834	| 0.86	| 0.82	| 0.04
835	| 1.24	| 1.21	| 0.04
836	| 0.54	| 0.53	| 0.01
837	| 1.82	| 1.81	| 0.01
838	| 1.43	| 1.49	| 0.06
839	| 0.11	| 0.13	| 0.02
840	| 1.47	| 1.52	| 0.04
841	| 0.31	| 0.30	| 0.01
842	| 0.52	| 0.55	| 0.03
843	| 0.51	| 0.48	| 0.04
844	| 1.35	| 1.34	| 0.01
845	| 1.12	| 1.13	| 0.01
846	| 1.50	| 1.56	| 0.06
847	| 0.80	| 0.78	| 0.02
848	| 1.57	| 1.54	| 0.03
849	| 0.38	| 0.35	| 0.03
850	| 1.08	| 1.12	| 0.04
851	| 0.92	| 1.00	| 0.08
852	| 1.29	| 1.31	| 0.03
853	| 1.12	| 1.08	| 0.04
854	| 0.81	| 0.85	| 0.04
855	| 1.25	| 1.20	| 0.05
856	| 0.39	| 0.44	| 0.05
857	| 0.31	| 0.32	| 0.01
858	| 0.88	| 0.92	| 0.03
859	| 0.05	| 0.07	| 0.01
860	| 0.78	| 0.72	| 0.06
861	| 1.09	| 1.11	| 0.02
862	| 1.97	| 1.99	| 0.02
863	| 0.06	| 0.06	| 0.00
864	| 0.43	| 0.44	| 0.01
865	| 1.19	| 1.16	| 0.04
866	| 1.88	| 1.94	| 0.07
867	| 0.34	| 0.36	| 0.02
868	| 1.52	| 1.58	| 0.05
869	| 0.30	| 0.34	| 0.04
870	| 0.58	| 0.58	| 0.00
871	| 0.12	| 0.12	| 0.00
872	| 1.49	| 1.52	| 0.02
873	| 2.05	| 1.98	| 0.07
874	| 1.77	| 1.86	| 0.09
875	| 0.18	| 0.20	| 0.02
876	| 1.34	| 1.38	| 0.04
877	| 1.75	| 1.74	| 0.01
878	| 1.76	| 1.82	| 0.06
879	| 0.66	| 0.66	| 0.00
880	| 0.13	| 0.13	| 0.01
881	| 0.39	| 0.33	| 0.05
882	| 0.74	| 0.78	| 0.04
883	| 1.95	| 1.93	| 0.02
884	| 0.75	| 0.75	| 0.00
885	| 0.73	| 0.77	| 0.04
886	| 1.08	| 1.05	| 0.03
887	| 0.59	| 0.59	| 0.00
888	| 1.95	| 1.94	| 0.01
889	| 0.73	| 0.75	| 0.02
890	| 1.77	| 1.73	| 0.03
891	| 0.87	| 0.90	| 0.03
892	| 1.33	| 1.38	| 0.05
893	| 1.14	| 1.06	| 0.08
894	| 1.90	| 1.91	| 0.01
895	| 0.36	| 0.33	| 0.03
896	| 0.87	| 0.91	| 0.04
897	| 1.34	| 1.30	| 0.04
898	| 1.69	| 1.77	| 0.08
899	| 0.10	| 0.08	| 0.02
900	| 1.28	| 1.25	| 0.04
901	| 1.07	| 1.00	| 0.07
902	| 1.04	| 1.08	| 0.04
903	| 0.26	| 0.21	| 0.04
904	| 1.54	| 1.52	| 0.02
905	| 0.37	| 0.35	| 0.02
906	| 1.13	| 1.17	| 0.04
907	| 0.15	| 0.18	| 0.03
908	| 1.28	| 1.25	| 0.03
909	| 2.06	| 2.07	| 0.02
910	| 0.81	| 0.78	| 0.03
911	| 0.13	| 0.16	| 0.03
912	| 2.00	| 1.93	| 0.07
913	| 1.42	| 1.37	| 0.04
914	| 0.48	| 0.54	| 0.06
915	| 0.39	| 0.36	| 0.02
916	| 0.20	| 0.21	| 0.00
917	| 0.54	| 0.55	| 0.01
918	| 0.85	| 0.85	| 0.00
919	| 1.30	| 1.38	| 0.08
920	| 1.42	| 1.44	| 0.02
921	| 0.88	| 0.90	| 0.02
922	| 1.05	| 1.09	| 0.03
923	| 0.70	| 0.69	| 0.01
924	| 0.33	| 0.33	| 0.00
925	| 0.15	| 0.14	| 0.01
926	| 0.90	| 0.90	| 0.01
927	| 1.25	| 1.20	| 0.05
928	| 0.40	| 0.38	| 0.02
929	| 0.13	| 0.12	| 0.01
930	| 0.34	| 0.34	| 0.00
931	| 0.61	| 0.54	| 0.07
932	| 1.57	| 1.49	| 0.09
933	| 0.65	| 0.64	| 0.01
934	| 1.26	| 1.37	| 0.11
935	| 0.12	| 0.10	| 0.02
936	| 0.07	| 0.07	| 0.00
937	| 0.06	| 0.08	| 0.02
938	| 0.34	| 0.39	| 0.05
939	| 1.54	| 1.52	| 0.01
940	| 0.39	| 0.37	| 0.02
941	| 0.29	| 0.31	| 0.01
942	| 0.59	| 0.57	| 0.02
943	| 1.45	| 1.40	| 0.05
944	| 1.93	| 1.90	| 0.04
945	| 0.85	| 0.91	| 0.05
946	| 2.05	| 2.02	| 0.03
947	| 1.70	| 1.76	| 0.06
948	| 0.41	| 0.34	| 0.07
949	| 0.59	| 0.60	| 0.01
950	| 1.68	| 1.66	| 0.03
951	| 0.68	| 0.68	| 0.00
952	| 1.13	| 1.23	| 0.10
953	| 0.81	| 0.84	| 0.03
954	| 0.79	| 0.80	| 0.01
955	| 0.85	| 0.89	| 0.03
956	| 2.00	| 2.08	| 0.08
957	| 0.04	| 0.04	| 0.00
958	| 1.61	| 1.70	| 0.09
959	| 1.36	| 1.31	| 0.06
960	| 1.26	| 1.29	| 0.03
961	| 0.31	| 0.29	| 0.02
962	| 0.46	| 0.46	| 0.00
963	| 1.59	| 1.53	| 0.06
964	| 1.03	| 1.09	| 0.06
965	| 1.77	| 1.77	| 0.01
966	| 1.06	| 1.00	| 0.06
967	| 0.26	| 0.24	| 0.01
968	| 0.28	| 0.26	| 0.02
969	| 0.65	| 0.65	| 0.00
970	| 0.81	| 0.83	| 0.02
971	| 1.98	| 1.97	| 0.01
972	| 2.00	| 1.98	| 0.02
973	| 0.66	| 0.65	| 0.02
974	| 1.70	| 1.66	| 0.04
975	| 1.84	| 1.84	| 0.00
976	| 0.93	| 0.95	| 0.02
977	| 0.80	| 0.74	| 0.06
978	| 1.81	| 1.82	| 0.02
979	| 1.16	| 1.14	| 0.03
980	| 1.94	| 1.89	| 0.05
981	| 1.25	| 1.28	| 0.02
982	| 1.12	| 1.14	| 0.02
983	| 1.81	| 1.81	| 0.00
984	| 0.01	| 0.00	| 0.01
985	| 1.18	| 1.13	| 0.05
986	| 0.76	| 0.75	| 0.02
987	| 1.51	| 1.50	| 0.01
988	| 0.48	| 0.49	| 0.01
989	| 0.66	| 0.64	| 0.02
990	| 0.82	| 0.76	| 0.07
991	| 1.46	| 1.44	| 0.02
992	| 0.82	| 0.79	| 0.03
993	| 1.45	| 1.46	| 0.01
994	| 1.46	| 1.50	| 0.04
995	| 1.54	| 1.62	| 0.08
996	| 1.91	| 1.99	| 0.08
997	| 0.20	| 0.21	| 0.01
998	| 2.01	| 1.89	| 0.12
999	| 0.05	| 0.04	| 0.01
