Weighted Random Sampling Comparison on 100000 Trials
---------------------------------------------
Difference is bigger than 1%p in the following indices: []
Elapsed time: Naive: 966.861792ms, Fenwick: 997.026459ms, Python: 28.707154989s

---------------------------------------------
Probability(%) of each element being selected:
Element	| Naive	| Fenw	| Pyth	| Diff(Max-Min)
526	| 0.29	| 0.34	| 0.31	| 0.05
527	| 0.29	| 0.27	| 0.26	| 0.03
528	| 0.14	| 0.14	| 0.13	| 0.01
529	| 0.22	| 0.22	| 0.21	| 0.01
530	| 0.35	| 0.34	| 0.29	| 0.07
531	| 0.21	| 0.23	| 0.22	| 0.03
532	| 0.00	| 0.00	| 0.01	| 0.00
533	| 0.34	| 0.34	| 0.32	| 0.02
534	| 0.09	| 0.10	| 0.08	| 0.01
535	| 0.06	| 0.05	| 0.05	| 0.01
536	| 0.05	| 0.06	| 0.05	| 0.01
537	| 0.10	| 0.11	| 0.10	| 0.01
538	| 0.11	| 0.11	| 0.10	| 0.01
539	| 0.26	| 0.21	| 0.23	| 0.05
540	| 0.17	| 0.15	| 0.14	| 0.03
541	| 0.20	| 0.18	| 0.21	| 0.03
542	| 0.08	| 0.11	| 0.08	| 0.03
543	| 0.16	| 0.14	| 0.15	| 0.02
544	| 0.34	| 0.34	| 0.31	| 0.03
545	| 0.00	| 0.00	| 0.00	| 0.00
546	| 0.11	| 0.12	| 0.14	| 0.02
547	| 0.26	| 0.32	| 0.31	| 0.06
548	| 0.01	| 0.00	| 0.00	| 0.01
549	| 0.31	| 0.34	| 0.36	| 0.05
550	| 0.06	| 0.08	| 0.06	| 0.01
551	| 0.22	| 0.22	| 0.21	| 0.01
552	| 0.13	| 0.12	| 0.13	| 0.01
553	| 0.25	| 0.24	| 0.24	| 0.01
554	| 0.03	| 0.06	| 0.04	| 0.03
555	| 0.34	| 0.30	| 0.28	| 0.07
556	| 0.12	| 0.14	| 0.12	| 0.02
557	| 0.24	| 0.24	| 0.25	| 0.01
558	| 0.00	| 0.00	| 0.00	| 0.00
559	| 0.08	| 0.07	| 0.06	| 0.01
560	| 0.09	| 0.08	| 0.09	| 0.02
561	| 0.18	| 0.14	| 0.15	| 0.04
562	| 0.27	| 0.25	| 0.28	| 0.03
563	| 0.00	| 0.01	| 0.00	| 0.00
564	| 0.16	| 0.20	| 0.23	| 0.07
565	| 0.29	| 0.31	| 0.29	| 0.01
566	| 0.03	| 0.04	| 0.04	| 0.01
567	| 0.09	| 0.10	| 0.10	| 0.01
568	| 0.17	| 0.14	| 0.16	| 0.03
569	| 0.18	| 0.18	| 0.16	| 0.02
570	| 0.06	| 0.06	| 0.05	| 0.01
571	| 0.19	| 0.20	| 0.19	| 0.02
572	| 0.03	| 0.03	| 0.04	| 0.01
573	| 0.07	| 0.06	| 0.06	| 0.02
574	| 0.08	| 0.08	| 0.10	| 0.02
575	| 0.21	| 0.23	| 0.19	| 0.03
576	| 0.06	| 0.06	| 0.06	| 0.01
577	| 0.28	| 0.30	| 0.29	| 0.01
578	| 0.24	| 0.23	| 0.25	| 0.01
579	| 0.03	| 0.02	| 0.02	| 0.01
580	| 0.13	| 0.11	| 0.14	| 0.02
581	| 0.22	| 0.21	| 0.25	| 0.03
582	| 0.01	| 0.01	| 0.01	| 0.01
583	| 0.08	| 0.05	| 0.07	| 0.03
584	| 0.25	| 0.28	| 0.29	| 0.03
585	| 0.14	| 0.18	| 0.14	| 0.04
586	| 0.21	| 0.21	| 0.20	| 0.01
587	| 0.31	| 0.32	| 0.27	| 0.05
588	| 0.06	| 0.06	| 0.05	| 0.01
589	| 0.10	| 0.12	| 0.11	| 0.02
590	| 0.24	| 0.23	| 0.22	| 0.02
591	| 0.27	| 0.29	| 0.26	| 0.03
592	| 0.01	| 0.01	| 0.01	| 0.01
593	| 0.24	| 0.21	| 0.23	| 0.02
594	| 0.17	| 0.18	| 0.14	| 0.04
595	| 0.26	| 0.26	| 0.24	| 0.02
596	| 0.31	| 0.30	| 0.32	| 0.02
597	| 0.11	| 0.13	| 0.11	| 0.03
598	| 0.28	| 0.33	| 0.27	| 0.05
599	| 0.34	| 0.31	| 0.30	| 0.04
600	| 0.14	| 0.11	| 0.11	| 0.03
601	| 0.30	| 0.30	| 0.32	| 0.02
602	| 0.27	| 0.28	| 0.27	| 0.02
603	| 0.20	| 0.20	| 0.21	| 0.01
604	| 0.32	| 0.31	| 0.32	| 0.01
605	| 0.32	| 0.34	| 0.30	| 0.04
606	| 0.05	| 0.07	| 0.05	| 0.02
607	| 0.13	| 0.15	| 0.14	| 0.02
608	| 0.17	| 0.20	| 0.18	| 0.03
609	| 0.24	| 0.28	| 0.27	| 0.04
610	| 0.09	| 0.09	| 0.07	| 0.02
611	| 0.02	| 0.02	| 0.02	| 0.00
612	| 0.30	| 0.26	| 0.25	| 0.05
613	| 0.01	| 0.01	| 0.01	| 0.00
614	| 0.25	| 0.24	| 0.23	| 0.02
615	| 0.23	| 0.22	| 0.24	| 0.01
616	| 0.18	| 0.21	| 0.19	| 0.02
617	| 0.13	| 0.13	| 0.12	| 0.01
618	| 0.11	| 0.10	| 0.10	| 0.02
619	| 0.05	| 0.06	| 0.05	| 0.01
620	| 0.27	| 0.26	| 0.27	| 0.01
621	| 0.02	| 0.01	| 0.01	| 0.00
622	| 0.16	| 0.15	| 0.20	| 0.04
623	| 0.06	| 0.08	| 0.08	| 0.02
624	| 0.05	| 0.05	| 0.06	| 0.01
625	| 0.10	| 0.09	| 0.10	| 0.01
626	| 0.23	| 0.20	| 0.21	| 0.03
627	| 0.36	| 0.31	| 0.34	| 0.05
628	| 0.08	| 0.08	| 0.07	| 0.01
629	| 0.33	| 0.35	| 0.33	| 0.02
630	| 0.20	| 0.20	| 0.17	| 0.03
631	| 0.27	| 0.23	| 0.26	| 0.03
632	| 0.14	| 0.15	| 0.13	| 0.02
633	| 0.04	| 0.04	| 0.04	| 0.00
634	| 0.04	| 0.03	| 0.03	| 0.01
635	| 0.08	| 0.11	| 0.08	| 0.03
636	| 0.05	| 0.05	| 0.04	| 0.00
637	| 0.25	| 0.25	| 0.26	| 0.02
638	| 0.02	| 0.03	| 0.02	| 0.00
639	| 0.14	| 0.12	| 0.14	| 0.02
640	| 0.08	| 0.07	| 0.09	| 0.02
641	| 0.20	| 0.22	| 0.24	| 0.04
642	| 0.17	| 0.16	| 0.18	| 0.02
643	| 0.30	| 0.30	| 0.29	| 0.01
644	| 0.04	| 0.03	| 0.04	| 0.01
645	| 0.28	| 0.29	| 0.29	| 0.01
646	| 0.26	| 0.26	| 0.24	| 0.01
647	| 0.27	| 0.25	| 0.29	| 0.04
648	| 0.15	| 0.15	| 0.16	| 0.01
649	| 0.01	| 0.01	| 0.01	| 0.00
650	| 0.18	| 0.18	| 0.19	| 0.01
651	| 0.22	| 0.22	| 0.21	| 0.02
652	| 0.24	| 0.28	| 0.24	| 0.05
653	| 0.24	| 0.25	| 0.22	| 0.03
654	| 0.16	| 0.17	| 0.16	| 0.01
655	| 0.19	| 0.20	| 0.22	| 0.03
656	| 0.27	| 0.23	| 0.26	| 0.04
657	| 0.13	| 0.14	| 0.16	| 0.03
658	| 0.31	| 0.32	| 0.33	| 0.02
659	| 0.24	| 0.23	| 0.19	| 0.05
660	| 0.30	| 0.27	| 0.26	| 0.04
661	| 0.17	| 0.14	| 0.15	| 0.03
662	| 0.17	| 0.18	| 0.21	| 0.04
663	| 0.14	| 0.15	| 0.16	| 0.02
664	| 0.09	| 0.11	| 0.10	| 0.02
665	| 0.32	| 0.33	| 0.28	| 0.04
666	| 0.29	| 0.30	| 0.28	| 0.02
667	| 0.19	| 0.19	| 0.19	| 0.00
668	| 0.29	| 0.29	| 0.29	| 0.00
669	| 0.01	| 0.00	| 0.01	| 0.00
670	| 0.04	| 0.04	| 0.05	| 0.01
671	| 0.16	| 0.12	| 0.14	| 0.04
672	| 0.07	| 0.06	| 0.07	| 0.01
673	| 0.21	| 0.24	| 0.21	| 0.02
674	| 0.22	| 0.22	| 0.24	| 0.02
675	| 0.29	| 0.28	| 0.26	| 0.03
676	| 0.30	| 0.29	| 0.27	| 0.03
677	| 0.10	| 0.11	| 0.11	| 0.00
678	| 0.01	| 0.01	| 0.01	| 0.00
679	| 0.29	| 0.28	| 0.28	| 0.01
680	| 0.18	| 0.17	| 0.18	| 0.01
681	| 0.04	| 0.04	| 0.04	| 0.01
682	| 0.12	| 0.12	| 0.12	| 0.00
683	| 0.20	| 0.23	| 0.24	| 0.04
684	| 0.16	| 0.18	| 0.17	| 0.02
685	| 0.15	| 0.15	| 0.15	| 0.00
686	| 0.24	| 0.22	| 0.26	| 0.05
687	| 0.05	| 0.04	| 0.04	| 0.01
688	| 0.14	| 0.14	| 0.15	| 0.01
689	| 0.09	| 0.08	| 0.09	| 0.01
690	| 0.32	| 0.29	| 0.33	| 0.04
691	| 0.29	| 0.27	| 0.26	| 0.03
692	| 0.03	| 0.02	| 0.02	| 0.01
693	| 0.02	| 0.02	| 0.02	| 0.01
694	| 0.25	| 0.27	| 0.26	| 0.02
695	| 0.31	| 0.33	| 0.28	| 0.05
696	| 0.04	| 0.04	| 0.03	| 0.01
697	| 0.07	| 0.09	| 0.07	| 0.02
698	| 0.18	| 0.16	| 0.19	| 0.02
699	| 0.11	| 0.08	| 0.08	| 0.03
700	| 0.13	| 0.13	| 0.15	| 0.03
701	| 0.29	| 0.27	| 0.25	| 0.04
702	| 0.23	| 0.24	| 0.21	| 0.03
703	| 0.26	| 0.32	| 0.34	| 0.08
704	| 0.26	| 0.26	| 0.27	| 0.01
705	| 0.29	| 0.28	| 0.28	| 0.02
706	| 0.20	| 0.20	| 0.23	| 0.03
707	| 0.34	| 0.33	| 0.30	| 0.04
708	| 0.09	| 0.10	| 0.08	| 0.01
709	| 0.23	| 0.26	| 0.26	| 0.03
710	| 0.18	| 0.18	| 0.17	| 0.01
711	| 0.30	| 0.34	| 0.29	| 0.04
712	| 0.17	| 0.15	| 0.16	| 0.02
713	| 0.15	| 0.14	| 0.14	| 0.02
714	| 0.15	| 0.15	| 0.18	| 0.03
715	| 0.30	| 0.30	| 0.28	| 0.02
716	| 0.31	| 0.29	| 0.28	| 0.03
717	| 0.18	| 0.15	| 0.16	| 0.02
718	| 0.05	| 0.05	| 0.04	| 0.00
719	| 0.02	| 0.03	| 0.03	| 0.00
720	| 0.04	| 0.06	| 0.05	| 0.01
721	| 0.14	| 0.12	| 0.12	| 0.02
722	| 0.27	| 0.29	| 0.26	| 0.04
723	| 0.22	| 0.21	| 0.24	| 0.02
724	| 0.32	| 0.29	| 0.27	| 0.05
725	| 0.02	| 0.04	| 0.02	| 0.02
726	| 0.10	| 0.12	| 0.11	| 0.02
727	| 0.14	| 0.14	| 0.15	| 0.01
728	| 0.19	| 0.19	| 0.20	| 0.01
729	| 0.15	| 0.15	| 0.16	| 0.01
730	| 0.18	| 0.21	| 0.18	| 0.03
731	| 0.34	| 0.33	| 0.34	| 0.01
732	| 0.20	| 0.22	| 0.17	| 0.05
733	| 0.30	| 0.26	| 0.27	| 0.03
734	| 0.03	| 0.02	| 0.01	| 0.01
735	| 0.13	| 0.12	| 0.14	| 0.01
736	| 0.27	| 0.30	| 0.28	| 0.03
737	| 0.28	| 0.28	| 0.27	| 0.01
738	| 0.03	| 0.03	| 0.03	| 0.01
739	| 0.12	| 0.11	| 0.12	| 0.01
740	| 0.32	| 0.25	| 0.27	| 0.07
741	| 0.20	| 0.19	| 0.18	| 0.02
742	| 0.09	| 0.10	| 0.08	| 0.01
743	| 0.04	| 0.05	| 0.05	| 0.01
744	| 0.03	| 0.02	| 0.03	| 0.00
745	| 0.33	| 0.30	| 0.33	| 0.03
746	| 0.20	| 0.21	| 0.21	| 0.01
747	| 0.17	| 0.18	| 0.18	| 0.02
748	| 0.24	| 0.21	| 0.20	| 0.04
749	| 0.08	| 0.08	| 0.06	| 0.02
750	| 0.03	| 0.02	| 0.02	| 0.01
751	| 0.13	| 0.12	| 0.12	| 0.01
752	| 0.10	| 0.12	| 0.13	| 0.03
753	| 0.05	| 0.06	| 0.05	| 0.01
754	| 0.10	| 0.08	| 0.09	| 0.01
755	| 0.11	| 0.09	| 0.10	| 0.02
756	| 0.15	| 0.16	| 0.16	| 0.01
757	| 0.11	| 0.14	| 0.15	| 0.03
758	| 0.13	| 0.17	| 0.12	| 0.04
759	| 0.15	| 0.17	| 0.15	| 0.02
760	| 0.12	| 0.14	| 0.13	| 0.02
761	| 0.00	| 0.00	| 0.00	| 0.00
762	| 0.15	| 0.16	| 0.17	| 0.02
763	| 0.11	| 0.10	| 0.11	| 0.01
764	| 0.03	| 0.03	| 0.04	| 0.01
765	| 0.25	| 0.24	| 0.27	| 0.03
766	| 0.30	| 0.28	| 0.27	| 0.03
767	| 0.00	| 0.00	| 0.00	| 0.00
768	| 0.29	| 0.32	| 0.37	| 0.08
769	| 0.03	| 0.03	| 0.02	| 0.01
770	| 0.34	| 0.32	| 0.28	| 0.06
771	| 0.26	| 0.25	| 0.25	| 0.01
772	| 0.18	| 0.18	| 0.18	| 0.00
773	| 0.06	| 0.06	| 0.06	| 0.01
774	| 0.29	| 0.30	| 0.28	| 0.01
775	| 0.23	| 0.24	| 0.26	| 0.03
776	| 0.15	| 0.14	| 0.15	| 0.02
777	| 0.09	| 0.08	| 0.11	| 0.02
778	| 0.30	| 0.29	| 0.26	| 0.03
779	| 0.29	| 0.35	| 0.29	| 0.06
780	| 0.17	| 0.21	| 0.18	| 0.03
781	| 0.08	| 0.08	| 0.08	| 0.00
782	| 0.19	| 0.21	| 0.19	| 0.02
783	| 0.15	| 0.18	| 0.17	| 0.03
784	| 0.18	| 0.21	| 0.21	| 0.02
785	| 0.08	| 0.11	| 0.09	| 0.03
786	| 0.23	| 0.24	| 0.22	| 0.01
787	| 0.08	| 0.06	| 0.06	| 0.02
788	| 0.30	| 0.33	| 0.32	| 0.03
789	| 0.06	| 0.09	| 0.10	| 0.04
790	| 0.09	| 0.10	| 0.11	| 0.03
791	| 0.06	| 0.05	| 0.06	| 0.01
792	| 0.21	| 0.24	| 0.23	| 0.03
793	| 0.26	| 0.26	| 0.26	| 0.01
794	| 0.22	| 0.26	| 0.22	| 0.04
795	| 0.16	| 0.18	| 0.20	| 0.04
796	| 0.34	| 0.32	| 0.30	| 0.03
797	| 0.26	| 0.29	| 0.26	| 0.03
798	| 0.26	| 0.25	| 0.22	| 0.03
799	| 0.20	| 0.20	| 0.20	| 0.00
800	| 0.29	| 0.29	| 0.29	| 0.01
801	| 0.12	| 0.12	| 0.11	| 0.01
802	| 0.18	| 0.18	| 0.17	| 0.01
803	| 0.19	| 0.18	| 0.19	| 0.02
804	| 0.26	| 0.25	| 0.25	| 0.01
805	| 0.15	| 0.19	| 0.19	| 0.04
806	| 0.02	| 0.02	| 0.03	| 0.01
807	| 0.10	| 0.10	| 0.08	| 0.02
808	| 0.19	| 0.19	| 0.19	| 0.00
809	| 0.04	| 0.04	| 0.05	| 0.01
810	| 0.14	| 0.15	| 0.15	| 0.02
811	| 0.30	| 0.32	| 0.31	| 0.02
812	| 0.33	| 0.30	| 0.34	| 0.03
813	| 0.26	| 0.22	| 0.26	| 0.04
814	| 0.03	| 0.03	| 0.03	| 0.01
815	| 0.15	| 0.18	| 0.17	| 0.03
816	| 0.24	| 0.30	| 0.26	| 0.06
817	| 0.22	| 0.22	| 0.21	| 0.02
818	| 0.32	| 0.32	| 0.31	| 0.00
819	| 0.02	| 0.02	| 0.03	| 0.00
820	| 0.07	| 0.07	| 0.06	| 0.01
821	| 0.25	| 0.26	| 0.31	| 0.06
822	| 0.24	| 0.25	| 0.27	| 0.03
823	| 0.21	| 0.23	| 0.22	| 0.01
824	| 0.12	| 0.11	| 0.10	| 0.02
825	| 0.24	| 0.25	| 0.26	| 0.01
826	| 0.26	| 0.31	| 0.29	| 0.05
827	| 0.30	| 0.31	| 0.32	| 0.02
828	| 0.11	| 0.11	| 0.10	| 0.01
829	| 0.31	| 0.29	| 0.31	| 0.02
830	| 0.27	| 0.34	| 0.30	| 0.07
831	| 0.20	| 0.24	| 0.20	| 0.04
832	| 0.26	| 0.22	| 0.28	| 0.06
833	| 0.04	| 0.05	| 0.04	| 0.01
834	| 0.08	| 0.07	| 0.07	| 0.01
835	| 0.29	| 0.30	| 0.26	| 0.04
836	| 0.27	| 0.28	| 0.23	| 0.04
837	| 0.11	| 0.10	| 0.10	| 0.01
838	| 0.15	| 0.16	| 0.15	| 0.01
839	| 0.00	| 0.00	| 0.00	| 0.00
840	| 0.28	| 0.28	| 0.30	| 0.02
841	| 0.21	| 0.19	| 0.15	| 0.06
842	| 0.10	| 0.11	| 0.08	| 0.03
843	| 0.30	| 0.31	| 0.28	| 0.03
844	| 0.08	| 0.09	| 0.07	| 0.01
845	| 0.14	| 0.12	| 0.12	| 0.02
846	| 0.15	| 0.15	| 0.16	| 0.01
847	| 0.28	| 0.28	| 0.28	| 0.00
848	| 0.21	| 0.22	| 0.23	| 0.02
849	| 0.26	| 0.24	| 0.24	| 0.02
850	| 0.31	| 0.29	| 0.32	| 0.03
851	| 0.16	| 0.16	| 0.18	| 0.01
852	| 0.32	| 0.31	| 0.33	| 0.02
853	| 0.30	| 0.33	| 0.27	| 0.06
854	| 0.24	| 0.23	| 0.25	| 0.01
855	| 0.29	| 0.31	| 0.28	| 0.02
856	| 0.26	| 0.26	| 0.29	| 0.04
857	| 0.11	| 0.10	| 0.11	| 0.01
858	| 0.18	| 0.14	| 0.16	| 0.04
859	| 0.01	| 0.01	| 0.01	| 0.01
860	| 0.03	| 0.02	| 0.02	| 0.01
861	| 0.10	| 0.10	| 0.10	| 0.01
862	| 0.07	| 0.07	| 0.06	| 0.02
863	| 0.30	| 0.32	| 0.29	| 0.03
864	| 0.16	| 0.12	| 0.15	| 0.04
865	| 0.21	| 0.22	| 0.18	| 0.04
866	| 0.31	| 0.33	| 0.34	| 0.04
867	| 0.30	| 0.34	| 0.32	| 0.04
868	| 0.18	| 0.19	| 0.19	| 0.02
869	| 0.20	| 0.17	| 0.20	| 0.03
870	| 0.19	| 0.20	| 0.21	| 0.02
871	| 0.18	| 0.17	| 0.16	| 0.02
872	| 0.24	| 0.24	| 0.22	| 0.02
873	| 0.14	| 0.15	| 0.16	| 0.02
874	| 0.07	| 0.06	| 0.06	| 0.01
875	| 0.07	| 0.06	| 0.07	| 0.01
876	| 0.04	| 0.04	| 0.03	| 0.01
877	| 0.09	| 0.11	| 0.09	| 0.02
878	| 0.07	| 0.06	| 0.06	| 0.01
879	| 0.18	| 0.19	| 0.17	| 0.02
880	| 0.09	| 0.09	| 0.08	| 0.01
881	| 0.12	| 0.11	| 0.13	| 0.02
882	| 0.31	| 0.33	| 0.31	| 0.02
883	| 0.13	| 0.12	| 0.12	| 0.01
884	| 0.30	| 0.31	| 0.29	| 0.03
885	| 0.10	| 0.10	| 0.12	| 0.02
886	| 0.13	| 0.15	| 0.11	| 0.04
887	| 0.05	| 0.04	| 0.07	| 0.03
888	| 0.04	| 0.06	| 0.05	| 0.02
889	| 0.22	| 0.19	| 0.19	| 0.03
890	| 0.24	| 0.22	| 0.25	| 0.04
891	| 0.29	| 0.29	| 0.28	| 0.01
892	| 0.03	| 0.05	| 0.05	| 0.01
893	| 0.31	| 0.31	| 0.33	| 0.02
894	| 0.31	| 0.33	| 0.30	| 0.03
895	| 0.28	| 0.27	| 0.31	| 0.04
896	| 0.09	| 0.09	| 0.09	| 0.01
897	| 0.09	| 0.10	| 0.11	| 0.01
898	| 0.13	| 0.12	| 0.17	| 0.05
899	| 0.25	| 0.31	| 0.29	| 0.07
900	| 0.33	| 0.33	| 0.26	| 0.08
901	| 0.18	| 0.17	| 0.19	| 0.02
902	| 0.10	| 0.09	| 0.10	| 0.02
903	| 0.08	| 0.08	| 0.09	| 0.01
904	| 0.08	| 0.07	| 0.07	| 0.01
905	| 0.09	| 0.08	| 0.06	| 0.02
906	| 0.07	| 0.08	| 0.05	| 0.03
907	| 0.06	| 0.06	| 0.07	| 0.01
908	| 0.30	| 0.32	| 0.32	| 0.02
909	| 0.10	| 0.08	| 0.09	| 0.01
910	| 0.30	| 0.33	| 0.40	| 0.10
911	| 0.22	| 0.20	| 0.22	| 0.02
912	| 0.07	| 0.06	| 0.07	| 0.01
913	| 0.20	| 0.21	| 0.19	| 0.02
914	| 0.10	| 0.08	| 0.08	| 0.02
915	| 0.03	| 0.03	| 0.03	| 0.00
916	| 0.22	| 0.22	| 0.21	| 0.01
917	| 0.29	| 0.26	| 0.27	| 0.03
918	| 0.03	| 0.03	| 0.02	| 0.00
919	| 0.22	| 0.20	| 0.24	| 0.04
920	| 0.15	| 0.16	| 0.16	| 0.01
921	| 0.01	| 0.01	| 0.01	| 0.01
922	| 0.24	| 0.21	| 0.22	| 0.03
923	| 0.00	| 0.01	| 0.01	| 0.00
924	| 0.30	| 0.29	| 0.31	| 0.03
925	| 0.14	| 0.14	| 0.15	| 0.01
926	| 0.04	| 0.05	| 0.04	| 0.01
927	| 0.09	| 0.07	| 0.07	| 0.03
928	| 0.00	| 0.00	| 0.00	| 0.00
929	| 0.26	| 0.30	| 0.29	| 0.04
930	| 0.17	| 0.15	| 0.18	| 0.03
931	| 0.32	| 0.30	| 0.29	| 0.03
932	| 0.13	| 0.16	| 0.15	| 0.03
933	| 0.33	| 0.33	| 0.31	| 0.03
934	| 0.04	| 0.04	| 0.04	| 0.00
935	| 0.27	| 0.26	| 0.22	| 0.05
936	| 0.35	| 0.32	| 0.32	| 0.03
937	| 0.20	| 0.18	| 0.20	| 0.03
938	| 0.15	| 0.14	| 0.14	| 0.01
939	| 0.02	| 0.01	| 0.02	| 0.01
940	| 0.14	| 0.14	| 0.14	| 0.00
941	| 0.15	| 0.17	| 0.20	| 0.05
942	| 0.29	| 0.30	| 0.28	| 0.01
943	| 0.05	| 0.05	| 0.06	| 0.01
944	| 0.00	| 0.00	| 0.00	| 0.00
945	| 0.25	| 0.24	| 0.26	| 0.02
946	| 0.17	| 0.20	| 0.15	| 0.05
947	| 0.22	| 0.24	| 0.27	| 0.04
948	| 0.08	| 0.08	| 0.08	| 0.01
949	| 0.30	| 0.29	| 0.27	| 0.04
950	| 0.13	| 0.11	| 0.12	| 0.02
951	| 0.05	| 0.04	| 0.03	| 0.02
952	| 0.07	| 0.10	| 0.08	| 0.03
953	| 0.28	| 0.26	| 0.29	| 0.03
954	| 0.16	| 0.16	| 0.15	| 0.02
955	| 0.06	| 0.08	| 0.06	| 0.02
956	| 0.11	| 0.11	| 0.10	| 0.01
957	| 0.06	| 0.05	| 0.06	| 0.01
958	| 0.09	| 0.10	| 0.09	| 0.02
959	| 0.04	| 0.04	| 0.05	| 0.01
960	| 0.08	| 0.10	| 0.09	| 0.01
961	| 0.24	| 0.30	| 0.27	| 0.06
962	| 0.14	| 0.14	| 0.15	| 0.01
963	| 0.01	| 0.02	| 0.02	| 0.01
964	| 0.15	| 0.17	| 0.17	| 0.02
965	| 0.27	| 0.29	| 0.28	| 0.02
966	| 0.17	| 0.15	| 0.17	| 0.01
967	| 0.18	| 0.17	| 0.18	| 0.01
968	| 0.00	| 0.00	| 0.00	| 0.00
969	| 0.01	| 0.01	| 0.01	| 0.00
970	| 0.33	| 0.31	| 0.35	| 0.04
971	| 0.05	| 0.04	| 0.03	| 0.01
972	| 0.28	| 0.25	| 0.26	| 0.03
973	| 0.23	| 0.26	| 0.22	| 0.04
974	| 0.19	| 0.18	| 0.18	| 0.01
975	| 0.26	| 0.26	| 0.29	| 0.03
976	| 0.25	| 0.24	| 0.24	| 0.02
977	| 0.23	| 0.18	| 0.20	| 0.05
978	| 0.29	| 0.29	| 0.28	| 0.02
979	| 0.01	| 0.02	| 0.02	| 0.01
980	| 0.23	| 0.22	| 0.23	| 0.01
981	| 0.10	| 0.11	| 0.12	| 0.02
982	| 0.31	| 0.31	| 0.30	| 0.01
983	| 0.24	| 0.25	| 0.23	| 0.01
984	| 0.03	| 0.06	| 0.04	| 0.03
985	| 0.10	| 0.12	| 0.12	| 0.02
986	| 0.10	| 0.08	| 0.09	| 0.02
987	| 0.01	| 0.01	| 0.01	| 0.01
988	| 0.00	| 0.00	| 0.00	| 0.00
989	| 0.26	| 0.23	| 0.27	| 0.04
990	| 0.32	| 0.29	| 0.34	| 0.05
991	| 0.21	| 0.21	| 0.20	| 0.01
992	| 0.20	| 0.21	| 0.20	| 0.02
993	| 0.12	| 0.14	| 0.15	| 0.03
994	| 0.25	| 0.23	| 0.24	| 0.02
995	| 0.25	| 0.26	| 0.25	| 0.02
996	| 0.19	| 0.18	| 0.19	| 0.01
997	| 0.23	| 0.21	| 0.22	| 0.02
998	| 0.23	| 0.26	| 0.24	| 0.03
999	| 0.27	| 0.23	| 0.23	| 0.04
1000	| 0.02	| 0.03	| 0.02	| 0.01
1001	| 0.20	| 0.22	| 0.22	| 0.03
1002	| 0.13	| 0.12	| 0.13	| 0.01
1003	| 0.04	| 0.04	| 0.04	| 0.00
1004	| 0.10	| 0.09	| 0.11	| 0.02
1005	| 0.15	| 0.14	| 0.13	| 0.03
1006	| 0.22	| 0.20	| 0.18	| 0.04
1007	| 0.01	| 0.01	| 0.01	| 0.01
1008	| 0.24	| 0.28	| 0.23	| 0.04
1009	| 0.11	| 0.14	| 0.14	| 0.03
1010	| 0.33	| 0.32	| 0.29	| 0.04
1011	| 0.22	| 0.22	| 0.24	| 0.03
1012	| 0.13	| 0.11	| 0.12	| 0.02
1013	| 0.12	| 0.12	| 0.11	| 0.01
1014	| 0.07	| 0.07	| 0.07	| 0.00
1015	| 0.06	| 0.05	| 0.04	| 0.02
1016	| 0.04	| 0.04	| 0.06	| 0.02
1017	| 0.15	| 0.15	| 0.16	| 0.02
1018	| 0.01	| 0.01	| 0.01	| 0.00
1019	| 0.03	| 0.03	| 0.03	| 0.01
1020	| 0.07	| 0.07	| 0.09	| 0.01
1021	| 0.37	| 0.34	| 0.34	| 0.03
1022	| 0.16	| 0.14	| 0.13	| 0.03
1023	| 0.16	| 0.16	| 0.17	| 0.01
1024	| 0.03	| 0.05	| 0.04	| 0.01
1025	| 0.04	| 0.03	| 0.03	| 0.01
1026	| 0.03	| 0.04	| 0.04	| 0.01
1027	| 0.16	| 0.18	| 0.17	| 0.02
1028	| 0.01	| 0.01	| 0.01	| 0.00
1029	| 0.02	| 0.03	| 0.03	| 0.01
1030	| 0.03	| 0.02	| 0.03	| 0.01
1031	| 0.23	| 0.24	| 0.23	| 0.01
1032	| 0.26	| 0.31	| 0.30	| 0.05
1033	| 0.33	| 0.32	| 0.34	| 0.02
1034	| 0.23	| 0.24	| 0.25	| 0.02
1035	| 0.30	| 0.32	| 0.33	| 0.03
1036	| 0.31	| 0.30	| 0.31	| 0.01
1037	| 0.03	| 0.03	| 0.03	| 0.00
1038	| 0.07	| 0.08	| 0.08	| 0.01
1039	| 0.20	| 0.17	| 0.20	| 0.03
1040	| 0.04	| 0.04	| 0.04	| 0.01
1041	| 0.07	| 0.06	| 0.07	| 0.01
1042	| 0.01	| 0.02	| 0.01	| 0.01
1043	| 0.26	| 0.23	| 0.24	| 0.03
1044	| 0.06	| 0.07	| 0.04	| 0.02
1045	| 0.34	| 0.33	| 0.33	| 0.01
1046	| 0.17	| 0.15	| 0.15	| 0.02
1047	| 0.09	| 0.10	| 0.09	| 0.01
1048	| 0.11	| 0.10	| 0.12	| 0.01
1049	| 0.23	| 0.22	| 0.21	| 0.01
1050	| 0.13	| 0.16	| 0.17	| 0.04
1051	| 0.01	| 0.01	| 0.01	| 0.00
1052	| 0.06	| 0.06	| 0.07	| 0.01
1053	| 0.33	| 0.35	| 0.31	| 0.04
1054	| 0.17	| 0.17	| 0.16	| 0.01
1055	| 0.27	| 0.28	| 0.26	| 0.02
